HS - Combined  Product Code,HS - Combined  Product Description,CPC Product Code,CPC Product Description
901010,Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper,48324,"Photographic flashlight apparatus, except flashbulbs; photographic (except cinematographic) enlargers"
901020,(-1995) Apparatus and equipment for photographic (,48324,"Photographic flashlight apparatus, except flashbulbs; photographic (except cinematographic) enlargers"
901030,(-1995) Projection screens,48324,"Photographic flashlight apparatus, except flashbulbs; photographic (except cinematographic) enlargers"
901041,(1996-2006) Direct writeonwafer apparatus,48324,"Photographic flashlight apparatus, except flashbulbs; photographic (except cinematographic) enlargers"
901042,(1996-2006) Step and repeat aligners,48324,"Photographic flashlight apparatus, except flashbulbs; photographic (except cinematographic) enlargers"
901049,(1996-2006) Other,48324,"Photographic flashlight apparatus, except flashbulbs; photographic (except cinematographic) enlargers"
901050,(1996-) Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes,48324,"Photographic flashlight apparatus, except flashbulbs; photographic (except cinematographic) enlargers"
901060,(1996-) Projection screens,48324,"Photographic flashlight apparatus, except flashbulbs; photographic (except cinematographic) enlargers"
901090,Parts and accessories,48353,Parts and accessories for the goods of subclass 48322; parts and accessories of cinemato-
901110,Stereoscopic microscopes,48314,"Binoculars, monoculars and other optical telescopes; other astronomical"
901120,"Other microscopes, for photomicrography, cinephotomicrography or microprojection",48314,"Binoculars, monoculars and other optical telescopes; other astronomical"
901180,Other microscopes,48314,"Binoculars, monoculars and other optical telescopes; other astronomical"
901190,Parts and accessories,48351,Parts and accessories for the goods of subclasses 48314 and 48315
901210,Microscopes other than optical microscopes; diffraction apparatus,48261,Microscopes (except optical microscopes) and diffraction apparatus
901290,Parts and accessories,48282,Parts and accessories for the goods of subclass 48261
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this Chapter or Section XVI",48315,"Liquid crystal devices n.e.c.; lasers, except laser diodes; other optical"
901320,"Lasers, other than laser diodes",48315,"Liquid crystal devices n.e.c.; lasers, except laser diodes; other optical"
901380,"Other devices, appliances and instruments",48315,"Liquid crystal devices n.e.c.; lasers, except laser diodes; other optical"
901390,Parts and accessories,48351,Parts and accessories for the goods of subclasses 48314 and 48315
901410,Direction finding compasses,48211,Direction finding compasses; other navigational instruments and appliances
901420,Instruments and appliances for aeronautical or space navigation (other than compasses),48211,Direction finding compasses; other navigational instruments and appliances
901480,Other instruments and appliances,48211,Direction finding compasses; other navigational instruments and appliances
901490,Parts and accessories,48281,"Parts and accessories for the goods of subclasses 48211, 48212, 48232 and"
901510,Rangefinders,48212,"Surveying, hydrographic, oceanographic, hydrological, meteorological or"
901520,Theodolites and tachymeters (tacheometers),48212,"Surveying, hydrographic, oceanographic, hydrological, meteorological or"
901530,Levels,48212,"Surveying, hydrographic, oceanographic, hydrological, meteorological or"
901540,Photogrammetrical surveying instruments and appliances,48212,"Surveying, hydrographic, oceanographic, hydrological, meteorological or"
901580,Other instruments and appliances,48212,"Surveying, hydrographic, oceanographic, hydrological, meteorological or"
901590,Parts and accessories,48281,"Parts and accessories for the goods of subclasses 48211, 48212, 48232 and"
901600,"Balances of a sensitivity of 5 cg or better, with or without weights.",48231,Balances with a sensitivity of 5 cg or better
901710,"Drafting tables and machines, whether or not automatic",48232,"Drafting tables and machines, and other drawing, marking-out or mathematical calculating instruments"
901720,"Other drawing, markingout or mathematical calculating instruments",48232,"Drafting tables and machines, and other drawing, marking-out or mathematical calculating instruments"
901730,"Micrometers, callipers and gauges",48233,"Instruments for measuring length, for use in the hand (including measuring"
901780,Other instruments,48233,"Instruments for measuring length, for use in the hand (including measuring"
901790,Parts and accessories,48281,"Parts and accessories for the goods of subclasses 48211, 48212, 48232 and"
901811,Electrocardiographs,4812,"Electro-diagnostic apparatus, and ultra-violet or infra-red ray apparatus, used in medical, surgical,"
901812,(1996-) Ultrasonic scanning apparatus,4812,"Electro-diagnostic apparatus, and ultra-violet or infra-red ray apparatus, used in medical, surgical,"
901813,(1996-) Magnetic resonance imaging apparatus,4812,"Electro-diagnostic apparatus, and ultra-violet or infra-red ray apparatus, used in medical, surgical,"
901814,(1996-) Scintigraphic apparatus,4812,"Electro-diagnostic apparatus, and ultra-violet or infra-red ray apparatus, used in medical, surgical,"
901819,Other,4812,"Electro-diagnostic apparatus, and ultra-violet or infra-red ray apparatus, used in medical, surgical,"
901820,Ultraviolet or infrared ray apparatus,4812,"Electro-diagnostic apparatus, and ultra-violet or infra-red ray apparatus, used in medical, surgical,"
901831,"Syringes, with or without needles",4815,"Other instruments and appliances used in medical, surgical or veterinary sciences (including"
901832,Tubular metal needles and needles for sutures,4815,"Other instruments and appliances used in medical, surgical or veterinary sciences (including"
901839,Other,4815,"Other instruments and appliances used in medical, surgical or veterinary sciences (including"
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",4813,"Other instruments and appliances (except syringes, needles and the like), used in dental sciences"
901849,Other,4813,"Other instruments and appliances (except syringes, needles and the like), used in dental sciences"
901850,Other ophthalmic instruments and appliances,4815,"Other instruments and appliances used in medical, surgical or veterinary sciences (including"
901890,Other instruments and appliances,4815,"Other instruments and appliances used in medical, surgical or veterinary sciences (including"
901910,Mechanotherapy appliances; massage apparatus; psychological aptitudetesting apparatus,4816,Mechano-therapy appliances; massage apparatus; psychological aptitude-
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",4816,Mechano-therapy appliances; massage apparatus; psychological aptitude-
902000,"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters.",4816,Mechano-therapy appliances; massage apparatus; psychological aptitude-
902110,(2002-) Orthopaedic or fracture appliances,4817,Orthopaedic appliances; splints and other fracture appliances; artificial
902111,(-2001) Artificial joints and other orthopaedic or fractur,4817,Orthopaedic appliances; splints and other fracture appliances; artificial
902119,(-2001) Artificial joints and other orthopaedic or fractur,4817,Orthopaedic appliances; splints and other fracture appliances; artificial
902121,Artificial teeth,4817,Orthopaedic appliances; splints and other fracture appliances; artificial
902129,Other,4817,Orthopaedic appliances; splints and other fracture appliances; artificial
902130,(-2001) Other artificial parts of the body,4817,Orthopaedic appliances; splints and other fracture appliances; artificial
902131,(2002-) Artificial joints,4817,Orthopaedic appliances; splints and other fracture appliances; artificial
902139,(2002-) Other,4817,Orthopaedic appliances; splints and other fracture appliances; artificial
902140,"Hearing aids, excluding parts and accessories",4817,Orthopaedic appliances; splints and other fracture appliances; artificial
902150,"Pacemakers for stimulating heart muscles, excluding parts and accessories",4817,Orthopaedic appliances; splints and other fracture appliances; artificial
902190,Other,4817,Orthopaedic appliances; splints and other fracture appliances; artificial
902211,(-1995) Apparatus based on the use of X-rays for m,4811,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
902212,(1996-) Computed tomography apparatus,4811,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
902213,"(1996-) Other, for dental uses",4811,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
902214,"(1996-) Other, for medical, surgical or veterinary uses",4811,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
902219,For other uses,4811,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
902221,"For medical, surgical, dental or veterinary uses",4811,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
902229,For other uses,4811,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
