HS - Combined  Product Code,HS - Combined  Product Description,CPC Product Code,CPC Product Description
853331,For a power handling capacity not exceeding 20 W,4712,Electrical resistors (except heating resistors)
853339,Other,4712,Electrical resistors (except heating resistors)
853340,"Other variable resistors, including rheostats and potentiometers",4712,Electrical resistors (except heating resistors)
853390,Parts,47172,Parts for the goods of subclass 47120
853400,Printed circuits.,4713,Printed circuits
853510,Fuses,46211,"Electrical apparatus for switching or protecting electrical circuits, or"
853521,For a voltage of less than 72.5 kV,46211,"Electrical apparatus for switching or protecting electrical circuits, or"
853529,Other,46211,"Electrical apparatus for switching or protecting electrical circuits, or"
853530,Isolating switches and makeandbreak switches,46211,"Electrical apparatus for switching or protecting electrical circuits, or"
853540,"Lightning arresters, voltage limiters and surge suppressors",46211,"Electrical apparatus for switching or protecting electrical circuits, or"
853590,Other,46211,"Electrical apparatus for switching or protecting electrical circuits, or"
853610,Fuses,46212,"Electrical apparatus for switching or protecting electrical circuits,"
853620,Automatic circuit breakers,46212,"Electrical apparatus for switching or protecting electrical circuits,"
853630,Other apparatus for protecting electrical circuits,46212,"Electrical apparatus for switching or protecting electrical circuits,"
853641,For a voltage not exceeding 60 V,46212,"Electrical apparatus for switching or protecting electrical circuits,"
853649,Other,46212,"Electrical apparatus for switching or protecting electrical circuits,"
853650,Other switches,46212,"Electrical apparatus for switching or protecting electrical circuits,"
853661,Lampholders,46212,"Electrical apparatus for switching or protecting electrical circuits,"
853669,Other,46212,"Electrical apparatus for switching or protecting electrical circuits,"
853690,Other apparatus,46212,"Electrical apparatus for switching or protecting electrical circuits,"
853710,"For a voltage not exceeding 1,000 V",46213,"Boards, consoles, cabinets and other bases, equipped with electrical"
853720,"For a voltage exceeding 1,000 V",46214,"Boards, consoles, cabinets and other bases, equipped with electrical"
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",4622,Parts of electricity distribution or control apparatus
853890,Other,4622,Parts of electricity distribution or control apparatus
853910,Sealed beam lamp units,4651,Electric filament or discharge lamps; arc lamps
853921,Tungsten halogen,4651,Electric filament or discharge lamps; arc lamps
853922,"Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",4651,Electric filament or discharge lamps; arc lamps
853929,Other,4651,Electric filament or discharge lamps; arc lamps
853931,"Fluorescent, hot cathode",4651,Electric filament or discharge lamps; arc lamps
853932,(1996-) Mercury or sodium vapour lamps; metal halide lamps,4651,Electric filament or discharge lamps; arc lamps
853939,Other,4651,Electric filament or discharge lamps; arc lamps
853940,(-1995) Ultra-violet or infra-red lamps; arc lamps,4651,Electric filament or discharge lamps; arc lamps
853941,(1996-) Arclamps,4651,Electric filament or discharge lamps; arc lamps
853949,(1996-) Other,4651,Electric filament or discharge lamps; arc lamps
853990,Parts,46541,Parts of electric filament or discharge lamps; parts of arc lamps
854011,Colour,4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854012,Black and white or other monochrome,4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854020,Television camera tubes; image converters and intensifiers; other photocathode tubes,4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854030,"(-1995) Cathode-ray tubes, nes",4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854040,"(1996-) Data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854041,(-1995) Magnetron tubes,4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854042,(-1995) Klystron tubes,4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854049,"(-1995) Microwave tubes, nes",4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854050,"(1996-) Data/graphic display tubes, black and white or other monochrome",4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854060,(1996-) Other cathoderay tubes,4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854071,(1996-) Magnetrons,4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854072,(1996-) Klystrons,4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854079,(1996-) Other,4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854081,Receiver or amplifier valves and tubes,4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854089,Other,4714,"Thermionic, cold cathode or photo- cathode valves and tubes (including"
854091,Of cathoderay tubes,47173,Parts for the goods of subclasses 47140 to 47160
854099,Other,47173,Parts for the goods of subclasses 47140 to 47160
854110,"Diodes, other than photosensitive or light emitting diodes",4715,"Diodes, transistors and similar semi- conductor devices; photosensitive"
854121,With a dissipation rate of less than 1 W,4715,"Diodes, transistors and similar semi- conductor devices; photosensitive"
854129,Other,4715,"Diodes, transistors and similar semi- conductor devices; photosensitive"
854130,"Thyristors, diacs and triacs, other than photosensitive devices",4715,"Diodes, transistors and similar semi- conductor devices; photosensitive"
854140,"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes",4715,"Diodes, transistors and similar semi- conductor devices; photosensitive"
854150,Other semiconductor devices,4715,"Diodes, transistors and similar semi- conductor devices; photosensitive"
854160,Mounted piezoelectric crystals,4715,"Diodes, transistors and similar semi- conductor devices; photosensitive"
854190,Parts,47173,Parts for the goods of subclasses 47140 to 47160
854210,(2002-2006) Cards incorporating an electronic integrated circuit (smart cards),4716,Electronic integrated circuits and microassemblies
854211,"(-1995) Monolithic integrated circuits, digital",4716,Electronic integrated circuits and microassemblies
854212,(1996-2001) Monolithic digital integrated circuits,4716,Electronic integrated circuits and microassemblies
854213,(1996-2001) Monolithic digital integrated circuits,4716,Electronic integrated circuits and microassemblies
854214,(1996-2001) Monolithic digital integrated circuits,4716,Electronic integrated circuits and microassemblies
854219,"(-2001) Monolithic digital integrated circuits :-- Other, ",4716,Electronic integrated circuits and microassemblies
854220,(-1995) Hybrid integrated circuits,4716,Electronic integrated circuits and microassemblies
854221,(2002-2006) Digital,4716,Electronic integrated circuits and microassemblies
854229,(2002-2006) Other,4716,Electronic integrated circuits and microassemblies
854230,(1996-2001) Other monolithic integrated circuits,4716,Electronic integrated circuits and microassemblies
854240,(1996-2001) Hybrid integrated circuits,4716,Electronic integrated circuits and microassemblies
854250,(1996-2001) Electronic microassemblies,4716,Electronic integrated circuits and microassemblies
854260,(2002-2006) Hybrid integrated circuits,4716,Electronic integrated circuits and microassemblies
854270,(2002-2006) Electronic microassemblies,4716,Electronic integrated circuits and microassemblies
854280,(-1995) Electronic integrated circuits and microas,4716,Electronic integrated circuits and microassemblies
854290,Parts,47173,Parts for the goods of subclasses 47140 to 47160
854310,"(-1995, 2007-) Particle accelerators",4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
854311,(1996-2006) Ion implanters for doping semiconductor materials,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
854319,(1996-2006) Other,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
854320,Signal generators,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
854340,(1996-2006) Electric fence energisers,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
854380,"(-1995) Electrical machines and apparatus, having ",4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
854381,(1996-2006) Proximity cards and tags,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
854389,(1996-2006) Other,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
854390,Parts,4697,Parts for the goods of subclasses 46910 and 46920; electrical parts n.e.c. of machinery or apparatus
854411,Of copper,4631,Insulated winding wire
854419,Other,4631,Insulated winding wire
854420,Coaxial cable and other coaxial electric conductors,4632,Co-axial cable and other co-axial electric conductors
854430,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",4633,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
854441,(-2006) Fitted with connectors,4634,"Other electric conductors, for a voltage not exceeding 1000 V"
854449,Other,4634,"Other electric conductors, for a voltage not exceeding 1000 V"
854451,(-2006) Fitted with connectors,4634,"Other electric conductors, for a voltage not exceeding 1000 V"
854459,(-2006) Other,4634,"Other electric conductors, for a voltage not exceeding 1000 V"
854460,"Other electric conductors, for a voltage exceeding 1,000 V",4635,"Other electric conductors, for a voltage exceeding 1000 V"
854470,Optical fibre cables,4636,Optical fibre cables made up of individually sheathed fibres
854511,Of a kind used for furnaces,4696,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and"
854519,Other,4696,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and"
854520,Brushes,4696,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and"
854590,Other,4696,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and"
854610,Of glass,37197,Electrical insulators of glass
854620,Of ceramics,37292,"Electrical insulators of ceramics; insulating fittings, for electrical"
854690,Other,4695,"Electrical insulators, except of glass or ceramics; insulating fittings for"
854710,Insulating fittings of ceramics,37292,"Electrical insulators of ceramics; insulating fittings, for electrical"
854720,Insulating fittings of plastics,3698,Electrical insulating fittings of plastics
854790,Other,4695,"Electrical insulators, except of glass or ceramics; insulating fittings for"
854800,(-1995) Electrical parts of machinery or apparatus,4697,Parts for the goods of subclasses 46910 and 46920; electrical parts n.e.c. of machinery or apparatus
854810,"(1996-) Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",4642,Electric accumulators
854890,(1996-) Other,4697,Parts for the goods of subclasses 46910 and 46920; electrical parts n.e.c. of machinery or apparatus
860110,Powered from an external source of electricity,49511,Rail locomotives powered from an external source of electricity
860120,Powered by electric accumulators,49519,Other rail locomotives; locomotive tenders
860210,Dieselelectric locomotives,49512,Diesel-electric locomotives
860290,Other,49519,Other rail locomotives; locomotive tenders
860310,Powered from an external source of electricity,4952,"Self-propelled railway or tramway coaches, vans and trucks (except maintenance or service vehicles)"
860390,Other,4952,"Self-propelled railway or tramway coaches, vans and trucks (except maintenance or service vehicles)"
860400,"Railway or tramway maintenance or service vehicles, whether or not selfpropelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles).",49531,"Railway or tramway maintenance or service vehicles, whether or not self-propelled"
860500,"Railway or tramway passenger coaches, not selfpropelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not selfpropelled (excluding those of heading 86.04).",49532,"Railway or tramway passenger coaches, not self-propelled; luggage vans,"
860610,Tank wagons and the like,49533,"Railway or tramway goods vans and wagons, not self-propelled"
860620,"(-2006) Insulated or refrigerated vans and wagons, other than those of subheading 8606.10",49533,"Railway or tramway goods vans and wagons, not self-propelled"
860630,"Selfdischarging vans and wagons, other than those of subheading 8606.10 or 8606.20",49533,"Railway or tramway goods vans and wagons, not self-propelled"
860691,Covered and closed,49533,"Railway or tramway goods vans and wagons, not self-propelled"
860692,"Open, with nonremovable sides of a height exceeding 60 cm",49533,"Railway or tramway goods vans and wagons, not self-propelled"
860699,Other,49533,"Railway or tramway goods vans and wagons, not self-propelled"
860711,Driving bogies and bisselbogies,4954,Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and
860712,Other bogies and bisselbogies,4954,Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and
860719,"Other, including parts",4954,Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and
860721,Air brakes and parts thereof,4954,Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and
860729,Other,4954,Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and
860730,"Hooks and other coupling devices, buffers, and parts thereof",4954,Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and
860791,Of locomotives,4954,Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and
860799,Other,4954,Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and
860800,"Railway or tramway track fixtures and fittings; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the for",4954,Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and
860900,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.,49221,Containers specially designed and equipped for carriage by one or more modes of transport
870110,Pedestrian controlled tractors,4414,"Pedestrian controlled tractors, other than of the type used on railway"
870120,Road tractors for semi-trailers,49111,Road tractors for semi-trailers
870130,Track-laying tractors,4445,Track-laying tractors
870190,Other,4415,"Other tractors, excluding track- laying tractors, road tractors for"
870210,With compression-ignition internal combustion piston engine (diesel or semi-diesel),49112,Public-transport type passenger motor vehicles
870290,Other,49112,Public-transport type passenger motor vehicles
870310,Vehicles specially designed for travelling on snow; golf cars and similar vehicles,49117,"Motor vehicles, for the transport of persons, specially designed for travelling on snow; golf cars"
870321,"Of a cylinder capacity not exceeding 1,000 cc",49113,Motor cars and other motor vehicles principally designed for the transport of persons (except public-
870322,"Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",49113,Motor cars and other motor vehicles principally designed for the transport of persons (except public-
870323,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",49113,Motor cars and other motor vehicles principally designed for the transport of persons (except public-
870324,"Of a cylinder capacity exceeding 3,000 cc",49113,Motor cars and other motor vehicles principally designed for the transport of persons (except public-
870331,"Of a cylinder capacity not exceeding 1,500 cc",49113,Motor cars and other motor vehicles principally designed for the transport of persons (except public-
870332,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",49113,Motor cars and other motor vehicles principally designed for the transport of persons (except public-
870333,"Of a cylinder capacity exceeding 2,500 cc",49113,Motor cars and other motor vehicles principally designed for the transport of persons (except public-
870390,Other,49113,Motor cars and other motor vehicles principally designed for the transport of persons (except public-
870410,Dumpers designed for offhighway use,49114,Dumpers designed for off-highway use
870421,g.v.w. not exceeding 5 tonnes,49115,Motor vehicles n.e.c. for the transport of goods
870422,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,49115,Motor vehicles n.e.c. for the transport of goods
870423,g.v.w. exceeding 20 tonnes,49115,Motor vehicles n.e.c. for the transport of goods
870431,g.v.w. not exceeding 5 tonnes,49115,Motor vehicles n.e.c. for the transport of goods
870432,g.v.w. exceeding 5 tonnes,49115,Motor vehicles n.e.c. for the transport of goods
870490,Other,49115,Motor vehicles n.e.c. for the transport of goods
870510,Crane lorries,49116,Crane lorries
870520,Mobile drilling derricks,49119,Special purpose motor vehicles n.e.c.
870530,Fire fighting vehicles,49119,Special purpose motor vehicles n.e.c.
870540,Concretemixer lorries,49119,Special purpose motor vehicles n.e.c.
870590,Other,49119,Special purpose motor vehicles n.e.c.
870600,"Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",49121,"Chassis fitted with engines, for motor vehicles"
870710,For the vehicles of heading 87.03,4921,Bodies for motor vehicles
870790,Other,4921,Bodies for motor vehicles
870810,Bumpers and parts thereof,49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870821,Safety seat belts,49231,Parts and accessories for the goods of subclass 49210
870829,Other,49231,Parts and accessories for the goods of subclass 49210
870831,(-2006) Mounted brake linings,49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870839,(-2006) Other,49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870840,Gear boxes,49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870850,"  Driveaxles with differential, whether or not provided with other transmission components",49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870860,(-2006) Nondriving axles and parts thereof,49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870870,Road wheels and parts and accessories thereof,49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870880,Suspension shockabsorbers,49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870891,Radiators,49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870892,Silencers and exhaust pipes,49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870893,Clutches and parts thereof,49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870894,"Steering wheels, steering columns and steering boxes",49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870899,Other,49129,"Other parts and accessories n.e.c. of motor vehicles (including brakes,"
870911,Electrical,4353,Fork-lift trucks; other works trucks whether or not fitted with lifting
870919,Other,4353,Fork-lift trucks; other works trucks whether or not fitted with lifting
870990,Parts,4357,Parts for the goods of subclasses 43510 to 43560
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",4471,"Tanks and other armoured fighting vehicles, motorised, and parts thereof"
871110,  With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,49911,"Motorcycles and cycles fitted with an auxiliary motor, with reciprocating"
871120,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,49912,"Motorcycles and cycles fitted with an auxiliary motor, with reciprocating"
871130,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,49912,"Motorcycles and cycles fitted with an auxiliary motor, with reciprocating"
871140,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,49912,"Motorcycles and cycles fitted with an auxiliary motor, with reciprocating"
871150,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,49912,"Motorcycles and cycles fitted with an auxiliary motor, with reciprocating"
871190,Other,49913,"Motorcycles and cycles fitted with an auxiliary motor, other than those"
871200,"Bicycles and other cycles (including delivery tricycles), not motorised.",49921,"Bicycles and other cycles, not motorised"
871310,Not mechanically propelled,49922,Invalid carriages
871390,Other,49922,Invalid carriages
871411,Saddles,49941,Parts and accessories of motorcycles and side-cars
871419,Other,49941,Parts and accessories of motorcycles and side-cars
871420,Of carriages for disabled persons,49942,"Parts and accessories of bicycles and other cycles, not motorised, and of invalid carriages"
871491,"Frames and forks, and parts thereof",49942,"Parts and accessories of bicycles and other cycles, not motorised, and of invalid carriages"
871492,Wheel rims and spokes,49942,"Parts and accessories of bicycles and other cycles, not motorised, and of invalid carriages"
871493,"Hubs, other than coaster braking hubs and hub brakes, and freewheel sprocketwheels",49942,"Parts and accessories of bicycles and other cycles, not motorised, and of invalid carriages"
871494,"Brakes, including coaster braking hubs and hub brakes, and parts thereof",49942,"Parts and accessories of bicycles and other cycles, not motorised, and of invalid carriages"
871495,Saddles,49942,"Parts and accessories of bicycles and other cycles, not motorised, and of invalid carriages"
871496,"Pedals and crankgear, and parts thereof",49942,"Parts and accessories of bicycles and other cycles, not motorised, and of invalid carriages"
871499,Other,49942,"Parts and accessories of bicycles and other cycles, not motorised, and of invalid carriages"
871500,Baby carriages and parts thereof.,38992,Baby carriages and parts thereof
871610,"Trailers and semitrailers of the caravan type, for housing or camping",49222,"Trailers and semi-trailers of the caravan type, for housing or camping"
871620,Selfloading or selfunloading trailers and semitrailers for agricultural purposes,4417,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes
871631,Tanker trailers and tanker semitrailers,49229,Other trailers and semi-trailers (including trailers and semi-trailers
871639,Other,49229,Other trailers and semi-trailers (including trailers and semi-trailers
871640,Other trailers and semitrailers,49229,Other trailers and semi-trailers (including trailers and semi-trailers
871680,Other vehicles,4993,"Vehicles n.e.c., not mechanically propelled"
871690,Parts,49232,"Parts of trailers and semi-trailers; parts of other vehicles, not mechanically propelled"
880110,(-2006) Gliders and hang gliders,49611,Gliders and hang gliders
880190,(-2006) Other,49612,Balloons and dirigibles; other non- powered aircraft
880211,"Of an unladen weight not exceeding 2,000 kg",49621,Helicopters
880212,"Of an unladen weight exceeding 2,000 kg",49621,Helicopters
880220,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",49622,"Aeroplanes and other powered aircraft, of an unladen weight not exceeding 2000 kg"
880230,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",49623,Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg
880240,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",49623,Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg
880250,(-1995) Spacecraft (including satellites) and spac,4963,Spacecraft and spacecraft launch vehicles
880260,(1996-) Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,4963,Spacecraft and spacecraft launch vehicles
880310,Propellers and rotors and parts thereof,4964,Parts of aircraft and spacecraft
880320,Undercarriages and parts thereof,4964,Parts of aircraft and spacecraft
880330,Other parts of aeroplanes or helicopters,4964,Parts of aircraft and spacecraft
880390,Other,4964,Parts of aircraft and spacecraft
880400,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,2717,Parachutes
880510,Aircraft launching gear and parts thereof; deckarrestor or similar gear and parts thereof,43134,Aircraft launching gear; deck-arrestor or similar gear; ground flying
880520,(-2001) Ground flying trainers and parts thereof,43134,Aircraft launching gear; deck-arrestor or similar gear; ground flying
880521,(2002-) Air combat simulators and parts thereof,43134,Aircraft launching gear; deck-arrestor or similar gear; ground flying
880529,(2002-) Other,43134,Aircraft launching gear; deck-arrestor or similar gear; ground flying
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferryboats of all kinds",49311,"Cruise ships, excursion boats and similar vessels, principally designed"
890120,Tankers,49312,Tankers (ships)
890130,"Refrigerated vessels, other than those of subheading 8901.20",49313,"Refrigerated vessels (ships), except tankers"
890190,Other vessels for the transport of goods and other vessels for the transport of both persons and goods,49314,Other vessels for the transport of goods and other vessels for the transport of both persons and goods
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products.,49315,Fishing vessels; factory ships and other vessels for processing or preserving fishery products
890310,Inflatable,4949,Other vessels for pleasure or sports; rowing boats and canoes
890391,"Sailboats, with or without auxiliary motor",4941,"Sailboats (except inflatable), with or without auxiliary motor"
890392,"Motorboats, other than outboard motorboats",4949,Other vessels for pleasure or sports; rowing boats and canoes
890399,Other,4949,Other vessels for pleasure or sports; rowing boats and canoes
890400,Tugs and pusher craft.,49316,Tugs and pusher craft
890510,Dredgers,49319,"Other vessels (including light- vessels, fire-floats, dredgers, floating"
890520,Floating or submersible drilling or production platforms,4932,Floating or submersible drilling or production platforms
890590,Other,49319,"Other vessels (including light- vessels, fire-floats, dredgers, floating"
890600,"(-2001) Other vessels, including warships and lifeboats ot",49319,"Other vessels (including light- vessels, fire-floats, dredgers, floating"
890610,(2002-) Warships,49319,"Other vessels (including light- vessels, fire-floats, dredgers, floating"
890690,(2002-) Other,49319,"Other vessels (including light- vessels, fire-floats, dredgers, floating"
890710,Inflatable rafts,4939,Other floating structures
890790,Other,4939,Other floating structures
890800,Vessels and other floating structures for breaking up.,3937,Vessels and other floating structures for breaking up
900110,"Optical fibres, optical fibre bundles and cables",48311,Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually
900120,Sheets and plates of polarising material,48311,Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually
900130,Contact lenses,48311,Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually
900140,Spectacle lenses of glass,48311,Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually
900150,Spectacle lenses of other materials,48311,Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually
900190,Other,48311,Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually
900211,"For cameras, projectors or photographic enlargers or reducers",48321,"Objective lenses for cameras, projectors or photographic enlargers or reducers"
900219,Other,48311,Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually
900220,Filters,48311,Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually
900290,Other,48311,Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually
900311,Of plastics,48313,"Frames and mountings for spectacles, goggles or the like"
900319,Of other materials,48313,"Frames and mountings for spectacles, goggles or the like"
900390,Parts,48352,"Parts of frames and mountings for spectacles, goggles or the like"
900410,Sunglasses,48312,"Spectacles, goggles and the like, corrective, protective or other"
900490,Other,48312,"Spectacles, goggles and the like, corrective, protective or other"
900510,Binoculars,48314,"Binoculars, monoculars and other optical telescopes; other astronomical"
900580,Other instruments,48314,"Binoculars, monoculars and other optical telescopes; other astronomical"
900590,Parts and accessories (including mountings),48351,Parts and accessories for the goods of subclasses 48314 and 48315
900610,Cameras of a kind used for preparing printing plates or cylinders,48322,Photographic (including cinema- tographic) cameras
900620,"(-2006) Cameras of a kind used for recording documents on microfilm, microfiche or other microforms",48322,Photographic (including cinema- tographic) cameras
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes",48322,Photographic (including cinema- tographic) cameras
900640,Instant print cameras,48322,Photographic (including cinema- tographic) cameras
900651,"With a throughthelens viewfinder (single lens reflex (SLR)), for roll film of a width not exceeding 35 mm",48322,Photographic (including cinema- tographic) cameras
900652,"Other, for roll film of a width less than 35 mm",48322,Photographic (including cinema- tographic) cameras
900653,"Other, for roll film of a width of 35 mm",48322,Photographic (including cinema- tographic) cameras
900659,Other,48322,Photographic (including cinema- tographic) cameras
900661,Discharge lamp (electronic) flashlight apparatus,48324,"Photographic flashlight apparatus, except flashbulbs; photographic (except cinematographic) enlargers"
900662,"(-2006) Flashbulbs, flashcubes and the like",4652,"Photographic flashbulbs, flashcubes and the like"
900669,Other,48324,"Photographic flashlight apparatus, except flashbulbs; photographic (except cinematographic) enlargers"
900691,For cameras,48353,Parts and accessories for the goods of subclass 48322; parts and accessories of cinemato-
900699,Other,48353,Parts and accessories for the goods of subclass 48322; parts and accessories of cinemato-
900711,For film of less than 16 mm width or for double8 mm film,48322,Photographic (including cinema- tographic) cameras
900719,Other,48322,Photographic (including cinema- tographic) cameras
900720,(1996-) Projectors,48323,"Cinematographic projectors, slide projectors and other image projectors,"
900721,(-1995) Cinematographic projectors for film of les,48323,"Cinematographic projectors, slide projectors and other image projectors,"
900729,"(-1995) Cinematographic projectors, nes",48323,"Cinematographic projectors, slide projectors and other image projectors,"
900791,For cameras,48353,Parts and accessories for the goods of subclass 48322; parts and accessories of cinemato-
900792,For projectors,48353,Parts and accessories for the goods of subclass 48322; parts and accessories of cinemato-
900810,Slide projectors,48323,"Cinematographic projectors, slide projectors and other image projectors,"
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",4833,"Microfilm, microfiche or other microform readers"
900830,Other image projectors,48323,"Cinematographic projectors, slide projectors and other image projectors,"
900840,Photographic (other than cinematographic) enlargers and reducers,48324,"Photographic flashlight apparatus, except flashbulbs; photographic (except cinematographic) enlargers"
900890,Parts and accessories,48353,Parts and accessories for the goods of subclass 48322; parts and accessories of cinemato-
900911,(-2006) Operating by reproducing the original image directly onto the copy (direct process),4514,Photo-copying apparatus incorporating an optical system or of the contact
900912,(-2006) Operating by reproducing the original image via an intermediate onto the copy (indirect process),4514,Photo-copying apparatus incorporating an optical system or of the contact
900921,(-2006) Incorporating an optical system,4514,Photo-copying apparatus incorporating an optical system or of the contact
900922,(-2006) Of the contact type,4514,Photo-copying apparatus incorporating an optical system or of the contact
900930,(-2006) Thermocopying apparatus,4514,Photo-copying apparatus incorporating an optical system or of the contact
900990,(-2001) Parts and accessories,4518,Parts and accessories for the goods of subclass 45140
900991,(2002-2006) Automatic document feeders,4518,Parts and accessories for the goods of subclass 45140
900992,(2002-2006) Paper feeders,4518,Parts and accessories for the goods of subclass 45140
900993,(2002-2006) Sorters,4518,Parts and accessories for the goods of subclass 45140
900999,(2002-2006) Other,4518,Parts and accessories for the goods of subclass 45140
