HS 1988/92 Product Code,HS 1988/92 Product Description,BEC Product Code,BEC Product Description
283693,Bismuth carbonate,22,Processed
283699,Other carbonates; peroxocarbonates,22,Processed
283711,Cyanides and cyanide oxides of sodium,22,Processed
283719,"Cyanides, cyanide oxides (excl. sodium)",22,Processed
283720,Complex cyanides,22,Processed
283800,Fulminates; cyanates and thiocyanates,22,Processed
283911,Sodium metasilicates,22,Processed
283919,Silicates of sodium (excl. metasilicates),22,Processed
283920,Silicates of potassium,22,Processed
283990,Other silicates (excl. of sodium and potassium),22,Processed
284011,Anhydrous disodium tetraborate (refined borax),22,Processed
284019,"Disodium tetraborate, not anhydrous",22,Processed
284020,"Other borates, nes",22,Processed
284030,Peroxoborates,22,Processed
284110,Aluminates,22,Processed
284120,Chromates of zinc or of lead,22,Processed
284130,Sodium dichromate,22,Processed
284140,Potassium dichromate,22,Processed
284150,"Other chromates and dichromates, nes; peroxochr",22,Processed
284160,"Manganites, manganates and permanganates",22,Processed
284170,Molybdates,22,Processed
284180,Tungstates (wolframates),22,Processed
284190,Other salts of oxometallic and peroxometallic a,22,Processed
284210,Double or complex silicates,22,Processed
284290,Other salts of inorganic acids or peroxoacids (,22,Processed
284310,Colloidal precious metals,22,Processed
284321,Silver nitrate,22,Processed
284329,Silver compounds (excl. silver nitrate),22,Processed
284330,Gold compounds,22,Processed
284390,"Other compounds, nes, and amalgams of precious",22,Processed
284410,"Natural uranium and its compounds, etc",22,Processed
284420,Enriched uranium and plutonium and their compou,22,Processed
284430,Depleted uranium and thorium and their compound,22,Processed
284440,Radioactive elements/isotopes and their compoun,22,Processed
284450,Spent (irradiated) fuel elements (cartridges) o,22,Processed
284510,Heavy water (deuterium oxide),22,Processed
284590,Other isotopes and their inorganic or organic c,22,Processed
284610,Cerium compounds,22,Processed
284690,"Compounds, inorganic or organic, of rare-earth",22,Processed
284700,Hydrogen peroxide,22,Processed
284810,"Phosphides of copper (phosphor copper), contain",22,Processed
284890,"Phosphides of other metals, nes, or of non-meta",22,Processed
284910,Carbides of calcium,22,Processed
284920,Carbides of silicon,22,Processed
284990,Other carbides (excl. of calcium and silicon),22,Processed
285000,"Hydrides, nitrides, azides, silicides and borid",22,Processed
285100,Other inorganic compounds; liquid air; compress,22,Processed
290110,"Acyclic hydrocarbons, saturated",22,Processed
290121,Ethylene,22,Processed
290122,Propene (propylene),22,Processed
290123,Butene (butylene) and isomers thereof,22,Processed
290124,"Buta-1,3-diene and isoprene",22,Processed
290129,"Unsaturated acyclic hydrocarbons, nes",22,Processed
290211,Cyclohexane,22,Processed
290219,"Cyclanes, cyclenes and cycloterpenes",22,Processed
290220,Benzene,22,Processed
290230,Toluene,22,Processed
290241,o-Xylene,22,Processed
290242,m-Xylene,22,Processed
290243,p-Xylene,22,Processed
290244,Mixed xylene isomers,22,Processed
290250,Styrene,22,Processed
290260,Ethylbenzene,22,Processed
290270,Cumene,22,Processed
290290,"Other cyclic hydrocarbons, nes",22,Processed
290311,Chloromethane (methyl chloride) and chloroethan,22,Processed
290312,Dichloromethane (methylene chloride),22,Processed
290313,Chloroform (trichloromethane),22,Processed
290314,Carbon tetrachloride,22,Processed
290315,"1,2-Dichloroethane (ethylene dichloride)",22,Processed
290316,"1,2-Dichloropropane (propylene dichloride) and",22,Processed
290319,Saturated chlorinated derivatives of acyclic hy,22,Processed
290321,Vinyl chloride (chloroethylene),22,Processed
290322,Trichloroethylene,22,Processed
290323,Tetrachloroethylene (perchloroethylene),22,Processed
290329,Unsaturated chlorinated derivatives of acyclic,22,Processed
290330,"Fluorinated, brominated or iodinated derivitive",22,Processed
290340,Halogenated derivatives of acyclic hydrocarbons,22,Processed
290351,"1,2,3,4,5,6-Hexachlorocyclohexane",22,Processed
290359,Halogenated derivatives of cyclanic... cycloter,22,Processed
290361,"Chlorobenzene, o-dichlorobenzene and p-dichloro",22,Processed
290362,"Hexachlorobenzene and DDT(1,1,1-trichloro-2,2-b",22,Processed
290369,Halogenated derivatives of aromatic hydrocarbon,22,Processed
290410,Hydrocarbon derivatives containing only sulpho,22,Processed
290420,Hydrocarbon derivatives containing only nitro/n,22,Processed
290490,"Sulphonated, nitrated or nitrosated derivatives",22,Processed
290511,Methanol (methyl alcohol),22,Processed
290512,Propan-1-ol (propyl alcohol) and propan-2-ol (i,22,Processed
290513,Butan-1-ol (n-butyl alcohol),22,Processed
290514,"Other butanols, nes",22,Processed
290515,Pentanol (amyl alcohol) and isomers thereof,22,Processed
290516,Octanol (octyl alcohol) and isomers thereof,22,Processed
290517,"Dodecan-1-ol, hexadecan-1-ol and octadecan-1-ol",22,Processed
290519,"Saturated monohydric alcohols, nes",22,Processed
290521,Allyl alcohol,22,Processed
290522,Acyclic terpene alcohols,22,Processed
290529,"Unsaturated monohydric alcohols, nes",22,Processed
290531,Ethylene glycol (ethanediol),22,Processed
290532,"Propylene glycol (propane-1,2-diol)",22,Processed
290539,"Other diols, nes",22,Processed
290541,"2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trim",22,Processed
290542,Pentaerythritol,22,Processed
290543,Mannitol,22,Processed
290544,D-glucitol (sorbitol),22,Processed
290549,"Other polyhydric alcohols, nes",22,Processed
290550,Halogenated... or nitrosated derivatives of acy,22,Processed
290611,Menthol,22,Processed
290612,"Cyclohexanol, methylcyclohexanols and dimethylc",22,Processed
290613,Sterols and inositols,22,Processed
290614,Terpineols,22,Processed
290619,"Cyclanic, cyclenic or cycloterpenic alcohols an",22,Processed
290621,Benzyl alcohol,22,Processed
290629,"Aromatic alcohols and their derivatives, nes",22,Processed
290711,Phenol (hydroxybenzene) and its salts,22,Processed
290712,Cresols and their salts,22,Processed
290713,"Octylphenol, nonylphenol and their isomers; sal",22,Processed
290714,Xylenols and their salts,22,Processed
290715,Naphthols and their salts,22,Processed
290719,"Other monophenols, nes",22,Processed
290721,Resorcinol and its salts,22,Processed
290722,Hydroquinone (quinol) and its salts,22,Processed
290723,"4,4-Isopropylidenediphenol (bisphenol A, diphen",22,Processed
290729,"Other polyphenols, nes",22,Processed
290730,Phenol-alcohols,22,Processed
290810,Phenol or phenol-alcohol derivatives containing,22,Processed
290820,Phenol or phenol-alcohol derivatives containing,22,Processed
290890,Other halogenated... or nitrosated derivatives,22,Processed
290911,Diethyl ether,22,Processed
290919,Other acyclic ethers and their halogenated... d,22,Processed
290920,"Cyclanic, cyclenic... ethers and their halogena",22,Processed
290930,Aromatic ethers and their halogenated... deriva,22,Processed
290941,"2,2-Oxydiethanol (diethylene glycol, digol)",22,Processed
290942,Monomethyl ethers of ethylene glycol or of diet,22,Processed
290943,Monobutyl ethers of ethylene glycol or of dieth,22,Processed
290944,Other monoalkylethers of ethylene glycol or of,22,Processed
290949,Other acyclic ether-alcohols and their halogena,22,Processed
290950,"Ether-phenols, ether-alcohol-phenols and haloge",22,Processed
290960,"Alcohol, ether and ketone peroxides and their..",22,Processed
291010,Oxirane (ethylene oxide),22,Processed
291020,Methyloxirane (propylene oxide),22,Processed
291030,"1-Chloro-2,3-epoxypropane (epichlorohydrin)",22,Processed
291090,Epoxides... with a three-membered ring and deri,22,Processed
291100,Acetals and hemiacetals and their halogenated..,22,Processed
291211,Methanal (formaldehyde),22,Processed
291212,Ethanal (acetaldehyde),22,Processed
291213,"Butanal (butyaldehyde, normal isomer)",22,Processed
291219,"Other acyclic aldehydes, without oxygen functio",22,Processed
291221,Benzaldehyde,22,Processed
291229,"Other cyclic aldehydes, without oxygen function",22,Processed
291230,Aldehyde-alcohols,22,Processed
291241,Vanillin (4-hydroxy-3-methoxybenzaldehyde),22,Processed
291242,Ethylvanillin (3-ethoxy-4-methoxybenzaldehyde),22,Processed
291249,"Aldehyde-ethers, aldehyde-phenols, aldehydes, w",22,Processed
291250,Cyclic polymers of aldehydes,22,Processed
291260,Paraformaldehyde,22,Processed
291300,"Halogenated, sulphonated, nitrated or nitrosate",22,Processed
291411,Acetone,22,Processed
291412,Butanone (methyl ethyl ketone),22,Processed
291413,4-Methylpentan-2-one (methyl isobutyl ketone),22,Processed
291419,"Other acyclic ketones, without oxygen function,",22,Processed
291421,Camphor,22,Processed
291422,Cyclohexanone and methylcyclohexanones,22,Processed
291423,Ionones and methylionones,22,Processed
291429,"Cyclanic, cyclenic or cycloterpenic ketones wit",22,Processed
291430,Aromatic ketones without oxygen function,22,Processed
291441,4-Hydroxy-4-methylpentan-2-one (diacetone alcoh,22,Processed
291449,Ketone-alcohols and ketone-aldehydes (excl. dia,22,Processed
291450,Ketone-phenols and ketones with oxygen function,22,Processed
291461,Anthraquinone,22,Processed
291469,Quinones (excl. anthraquinone),22,Processed
291470,Halogenated... or nitrosated derivatives of ket,22,Processed
291511,Formic acid,22,Processed
291512,Salts of formic acid,22,Processed
291513,Esters of formic acid,22,Processed
291521,Acetic acid,22,Processed
291522,Sodium acetate,22,Processed
291523,Cobalt acetates,22,Processed
291524,Acetic anhydride,22,Processed
291529,Salts of acetic acid (excl. of sodium and cobal,22,Processed
291531,Ethyl acetate,22,Processed
291532,Vinyl acetate,22,Processed
291533,n-Butyl acetate,22,Processed
291534,Isobutyl acetate,22,Processed
291535,2-Ethoxyethyl acetate,22,Processed
291539,"Other esters of acetic acids, nes",22,Processed
291540,"Mono-, di- or trichloroacetic acids, their salt",22,Processed
291550,"Propionic acid, its salts and esters",22,Processed
291560,"Butyric acids, valeric acids, their salts and e",22,Processed
291570,"Palmitic acid, stearic acid, their salts and es",22,Processed
291590,Saturated acyclic monocarboxylic acids and thei,22,Processed
291611,Acrylic acid and its salts,22,Processed
291612,Esters of acrylic acid,22,Processed
291613,Methacrylic acid and its salts,22,Processed
291614,Esters of methacrylic acid,22,Processed
291615,"Oleic, linoleic or linolenic acids, their salts",22,Processed
291619,Unsaturated acyclic monocarboxylic acids and th,22,Processed
291620,"Cyclanic...cycloterpenic monocarboxylic acids,",22,Processed
291631,"Benzoic acid, its salts and esters",22,Processed
291632,Benzoyl peroxide and benzoyl chloride,22,Processed
291633,"Phenylacetic acid, its salts and esters",22,Processed
291639,"Aromatic monocarboxylic acids, etc, their... de",22,Processed
291711,"Oxalic acid, its salts and esters",22,Processed
291712,"Adipic acid, its salts and esters",22,Processed
291713,"Azelaic acid, sebacic acid, their salts and est",22,Processed
291714,Maleic anhydride,22,Processed
291719,"Acyclic polycarboxylic acids, etc, their... der",22,Processed
291720,"Cyclanic... cycloterpenic polycarboxylic acids,",22,Processed
291731,Dibutyl orthophthalates,22,Processed
291732,Dioctyl orthophthalates,22,Processed
291733,Dinonyl or didecyl orthophthalates,22,Processed
291734,"Other esters of orthophthalic acid, nes",22,Processed
291735,Phthalic anhydride,22,Processed
291736,Terephthalic acid and its salts,22,Processed
291737,Dimethyl terephthalate,22,Processed
291739,"Aromatic polycarboxylic acids, etc, their... de",22,Processed
291811,"Lactic acid, its salts and esters",22,Processed
291812,Tartaric acid,22,Processed
291813,Salts and esters of tartaric acid,22,Processed
291814,Citric acid,22,Processed
291815,Salts and esters of citric acid,22,Processed
291816,"Gluconic acid, its salts and esters",22,Processed
291817,"Phenylglycolic acid (mandelic acid), its salts",22,Processed
291819,"Carboxylic acids with alcohol function, without",22,Processed
291821,Salicylic acid and its salts,22,Processed
291822,"O-Acetylsalicylic acid, its salts and esters",22,Processed
291823,Other esters of salicylic acid and their salts,22,Processed
291829,"Carboxylic acids with phenol function, without",22,Processed
291830,"Carboxylic acids with aldehyde, ketone but with",22,Processed
291890,"Carboxylic acids with oxygen function, etc, the",22,Processed
291900,"Phosphoric esters, etc (incl. lactophosphates);",22,Processed
292010,Triophosphoric esters (phosphorothioates) their,22,Processed
292090,Esters of other inorganic acids (excl. of hydro,22,Processed
292111,"Methylamine, di- or trimethylamine and their sa",22,Processed
292112,Diethylamine and its salts,22,Processed
292119,"Acylic monoamines and their derivatives, nes; s",22,Processed
292121,Ethylenediamine and its salts,22,Processed
292122,Hexamethylenediamine and its salts,22,Processed
292129,"Acyclic polyamines and their derivatives, nes;",22,Processed
292130,Cyclanic...or cycloterpenic mono- or polyamines,22,Processed
292141,Aniline and its salts,22,Processed
292142,Aniline derivatives and their salts,22,Processed
292143,Toluidines and derivatives; salts thereof,22,Processed
292144,Diphenylamine and its derivatives; salts thereo,22,Processed
292145,"1-Naphthylamine, 2-naphthylamine and their deri",22,Processed
292149,"Aromatic monoamines and their derivatives, nes;",22,Processed
292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, et",22,Processed
292159,"Aromatic polyamines and their derivatives, nes;",22,Processed
292211,Monoethanolamine and its salts,22,Processed
292212,Diethanolamine and its salts,22,Processed
292213,Triethanolamine and its salts,22,Processed
292219,"Amino-alcohols, their ethers and esters with on",22,Processed
292221,Aminohydroxynaphthalenesulphonic acids and thei,22,Processed
292222,"Anisidines, dianisidines, phenetidines, and the",22,Processed
292229,"Amino-naphthols and -phenols, etc... one oxygen",22,Processed
292230,"Amino-aldehydes, ketones quinones, not >1 oxyge",22,Processed
292241,Lysine and its esters; salts thereof,22,Processed
292242,Glutamic acid and its salts,22,Processed
292249,"Amino-acids and their esters, not >1 oxygen fun",22,Processed
292250,Amino-alcohol/acid-phenols; amino-compounds wit,22,Processed
292310,Choline and its salts,22,Processed
292320,Lecithins and other phosphoaminolipids,22,Processed
292390,"Quaternary ammonium salts and hydroxides, nes",22,Processed
292410,Acyclic amides (incl. acyclic carbamates) and d,22,Processed
292421,Ureines and their derivatives; salts thereof,22,Processed
292429,Cyclic amides (incl. carbamates) and derivative,22,Processed
292511,Saccharin and its salts,22,Processed
292519,Imides and their derivatives; salts thereof (ex,22,Processed
292520,Imines and their derivatives; salts thereof,22,Processed
