HS 1996 Product Code,HS 1996 Product Description,BEC Product Code,BEC Product Description
283311,Sodium sulphates:-- Disodium sulphate,22,Processed
283319,Sodium sulphates:-- Other,22,Processed
283321,Other sulphates:-- Of magnesium,22,Processed
283322,Other sulphates:-- Of aluminium,22,Processed
283323,Other sulphates:-- Of chromium,22,Processed
283324,Other sulphates:-- Of nickel,22,Processed
283325,Other sulphates:-- Of copper,22,Processed
283326,Other sulphates:-- Of zinc,22,Processed
283327,Other sulphates:-- Of barium,22,Processed
283329,Other sulphates:-- Other,22,Processed
283330,Alums,22,Processed
283340,Peroxosulphates (persulphates),22,Processed
283410,Nitrites,22,Processed
283421,Nitrates:-- Of potassium,22,Processed
283422,Nitrates:-- Of bismuth,22,Processed
283429,Nitrates:-- Other,22,Processed
283510,Phosphinates (hypophosphites) and phosphonates (phosphites),22,Processed
283522,Phosphates:-- Of mono- or disodium,22,Processed
283523,Phosphates:-- Of trisodium,22,Processed
283524,Phosphates:-- Of potassium,22,Processed
283525,Phosphates:-- Calcium hydrogenorthophosphate (dicalcium phosphate),22,Processed
283526,Phosphates:-- Other phosphates of calcium,22,Processed
283529,Phosphates:-- Other,22,Processed
283531,Polyphosphates:-- Sodium triphosphate (sodium tripolyphosphate),22,Processed
283539,Polyphosphates:-- Other,22,Processed
283610,Commercial ammonium carbonate and other ammonium carbonates,22,Processed
283620,Disodium carbonate,22,Processed
283630,Sodium hydrogencarbonate (sodium bicarbonate),22,Processed
283640,Potassium carbonates,22,Processed
283650,Calcium carbonate,22,Processed
283660,Barium carbonate,22,Processed
283670,Lead carbonate,22,Processed
283691,Other:-- Lithium carbonates,22,Processed
283692,Other:-- Strontium carbonate,22,Processed
283699,Other:-- Other,22,Processed
283711,Cyanides and cyanide oxides:-- Of sodium,22,Processed
283719,Cyanides and cyanide oxides:-- Other,22,Processed
283720,Complex cyanides,22,Processed
283800,"Fulminates, cyanates and thiocyanates",22,Processed
283911,Of sodium:-- Sodium metasilicates,22,Processed
283919,Of sodium:-- Other,22,Processed
283920,Of potassium,22,Processed
283990,Other,22,Processed
284011,Disodium tetraborate (refined borax):-- Anhydrous,22,Processed
284019,Disodium tetraborate (refined borax):-- Other,22,Processed
284020,Other borates,22,Processed
284030,Peroxoborates (perborates),22,Processed
284110,Aluminates,22,Processed
284120,Chromates of zinc or of lead,22,Processed
284130,Sodium dichromate,22,Processed
284140,Potassium dichromate,22,Processed
284150,Other chromates and dichromates; peroxochromates,22,Processed
284161,"Manganites, manganates and permanganates:-- Potassium permanganate",22,Processed
284169,"Manganites, manganates and permanganates:-- Other",22,Processed
284170,Molybdates,22,Processed
284180,Tungstates (wolframates),22,Processed
284190,Other,22,Processed
284210,Double or complex silicates,22,Processed
284290,Other,22,Processed
284310,Colloidal precious metals,22,Processed
284321,Silver compounds:-- Silver intrate,22,Processed
284329,Silver compounds:-- Other,22,Processed
284330,Gold compounds,22,Processed
284390,Other compounds; amalgams,22,Processed
284410,"Natural uranium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing natural uranium or natural uranium compounds",22,Processed
284420,"Uranium enriched in U 235 and its compounds; plutonium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing uranium enriched in U 235, plutonium or compounds of these products",22,Processed
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing uranium depleted in U 235, thorium or compounds of these products",22,Processed
284440,"Radioactive elements and isotopes and compounds other than those of subheading No. 2844.10, 2844.20 or 2844.30; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; r",22,Processed
284450,Spent (irradiated) fuel elements (cartridges) of nuclear reactors,22,Processed
284510,Heavy water (deuterium oxide),22,Processed
284590,Other,22,Processed
284610,Cerium compounds,22,Processed
284690,Other,22,Processed
284700,"Hydrogen peroxyde, whether or not solidified with urea",22,Processed
284800,"Phosphides, whether or not chemically defined, excluding ferrophosphorus",22,Processed
284910,Of calcium,22,Processed
284920,Of silicon,22,Processed
284990,Other,22,Processed
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading No. 28.49",22,Processed
285100,"Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals",22,Processed
290110,Saturated,22,Processed
290121,Unsaturated:-- Ethylene,22,Processed
290122,Unsaturated:-- propene (propylene),22,Processed
290123,Unsaturated:-- Butene (butylene) and isomers thereo,22,Processed
290124,"Unsaturated:-- Buta-1,3-diene and isoprene",22,Processed
290129,Unsaturated:-- Other,22,Processed
290211,"Cyclanes, cyclenes and cycloterpenes:-- Cyclohexane",22,Processed
290219,"Cyclanes, cyclenes and cycloterpenes:-- Other",22,Processed
290220,Benzene,22,Processed
290230,Toluene,22,Processed
290241,Xylenes:-- o-Xylene,22,Processed
290242,Xylenes:-- m-Xylene,22,Processed
290243,Xylenes:-- p-Xylene,22,Processed
290244,Xylenes:-- Mixed xylene isomers,22,Processed
290250,Styrene,22,Processed
290260,Ethylbenzene,22,Processed
290270,Cumene,22,Processed
290290,Other,22,Processed
290311,Saturated chlorinated derivatives of acyclic hydrocarbons:-- Chloromethane (methyl chloride) and chloroethane (ethylchloride),22,Processed
290312,Saturated chlorinated derivatives of acyclic hydrocarbons:-- Dichloromethane (methylene chloride),22,Processed
290313,Saturated chlorinated derivatives of acyclic hydrocarbons:-- Chloroforme (trichloromethane),22,Processed
290314,Saturated chlorinated derivatives of acyclic hydrocarbons:-- Carbon tetrachloride,22,Processed
290315,"Saturated chlorinated derivatives of acyclic hydrocarbons:-- 1,2-Dichloroethane (ethylene dichloride)",22,Processed
290316,"Saturated chlorinated derivatives of acyclic hydrocarbons:-- 1,2-Dichloropropane (propylene dichloride) and dichlorobutanes",22,Processed
290319,Saturated chlorinated derivatives of acyclic hydrocarbons:-- Other,22,Processed
290321,Unsaturated chlorinated derivatives of acyclic hydrocarbons:-- Vinyl chloride (chloroethylene),22,Processed
290322,Unsaturated chlorinated derivatives of acyclic hydrocarbons:-- Trichlolroethylene,22,Processed
290323,Unsaturated chlorinated derivatives of acyclic hydrocarbons:-- Tetrachloroethylene (perchloroethylene),22,Processed
290329,Unsaturated chlorinated derivatives of acyclic hydrocarbons:-- Other,22,Processed
290330,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons",22,Processed
290341,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Trichlorofluoromethane,22,Processed
290342,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Dichlorodifluoromethane,22,Processed
290343,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Trichlorotrifluoroethanes,22,Processed
290344,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Dichlorotetrafluoroethanes and chloropentafluoroethane,22,Processed
290345,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Other derivatives perhalogenated only with fluorine and chlorine,22,Processed
290346,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",22,Processed
290347,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Other perhalogenated derivatives,22,Processed
290349,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Other,22,Processed
290351,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons:-- 1,2,3,4,5,6-Hexachlorocyclohexane",22,Processed
290359,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons:-- Other",22,Processed
290361,"Halogenated derivatives of aromatic hydrocarbons:-- Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",22,Processed
290362,"Halogenated derivatives of aromatic hydrocarbons:-- Hexachlorobenzene and DDT (1,1,1-trichloro-2,2-bis (p-chlorophenyl)ethane)",22,Processed
290369,Halogenated derivatives of aromatic hydrocarbons:-- Other,22,Processed
290410,"Derivatives containing only sulpho groups, their salts and ethyl esters",22,Processed
290420,Derivatives containing only nitro or only mitroso groups,22,Processed
290490,Other,22,Processed
290511,Saturated monohydric alcohols:-- Methanol (methyl alcohol),22,Processed
290512,Saturated monohydric alcohols:-- Propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol),22,Processed
290513,Saturated monohydric alcohols:-- Butan-1-ol (n-butyl alcohol),22,Processed
290514,Saturated monohydric alcohols:-- Other butanols,22,Processed
290515,Saturated monohydric alcohols:-- Pentanol (amyl alcohol) and isomers thereof,22,Processed
290516,Saturated monohydric alcohols:-- Octanol (octyl alcohol) and isomers thereof,22,Processed
290517,"Saturated monohydric alcohols:-- Dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)",22,Processed
290519,Saturated monohydric alcohols:-- Other,22,Processed
290522,Unsaturated monohydric alcohols:-- Acyclic terpene alcohols,22,Processed
290529,Unsaturated monohydric alcohols:-- Other,22,Processed
290531,Diols:-- Ethylene glycol (ethanediol),22,Processed
290532,"Diols:-- Propylene glycol (propane-1,2-diol)",22,Processed
290539,Diols:-- Other,22,Processed
290541,"Other polyhydric alcohols:-- 2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trimethylolpropane)",22,Processed
290542,Other polyhydric alcohols:-- Pentaerythritol,22,Processed
290543,Other polyhydric alcohols:-- Mannitol,22,Processed
290544,Other polyhydric alcohols:-- D-glucitol (sorrbitol),22,Processed
290545,Other polyhydric alcohols:-- Glycerol,22,Processed
290549,Other polyhydric alcohols:-- Other,22,Processed
290550,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",22,Processed
290611,"Cyclanic, cyclenic or cycloterpenic:-- Menthol",22,Processed
290612,"Cyclanic, cyclenic or cycloterpenic:-- Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",22,Processed
290613,"Cyclanic, cyclenic or cycloterpenic:-- Sterols and inositols",22,Processed
290614,"Cyclanic, cyclenic or cycloterpenic:-- Terpineols",22,Processed
290619,"Cyclanic, cyclenic or cycloterpenic:-- Other",22,Processed
290621,Aromatic:-- Benzyl alcohol,22,Processed
290629,Aromatic:-- Other,22,Processed
290711,Monophenols :-- Phenol (hydroxybenzene) and its salts,22,Processed
290712,Monophenols :-- Cresols and their salts,22,Processed
290713,"Monophenols :-- Octylphenol, nonylphenol and their isomers; salts thereof",22,Processed
290714,Monophenols :-- Xylenols and their salts,22,Processed
290715,Monophenols :-- Naphthols and their salts,22,Processed
290719,Monophenols :-- Other,22,Processed
290721,Polyphenols :-- Resorcinol and its salts,22,Processed
290722,Polyphenols :-- Hydroquinone (quinol) and its salts,22,Processed
290723,"Polyphenols :-- 4,4'-Isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts",22,Processed
290729,Polyphenols :-- Other,22,Processed
290730,Phenol-alcohols,22,Processed
290810,Derivatives containing only halogen substituents and their salts,22,Processed
290820,"Derivatives containing only sulpho groups, their salts and esters",22,Processed
290890,Other,22,Processed
290911,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Diethyl ether",22,Processed
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Other",22,Processed
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",22,Processed
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",22,Processed
290941,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- 2,2'-Oxydiethanol (diethylene glycol, digol)",22,Processed
290942,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Monomethyl ethers of ethylene glycol or of diethylene glycol",22,Processed
290943,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Monobutyl ethers of ethylene glycol or of diethylene glycol",22,Processed
290944,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Other monoalkylethers of ethylene glycol or of diethylene glycol",22,Processed
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Other",22,Processed
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",22,Processed
290960,"Alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",22,Processed
291010,Oxirane (ethylene oxide),22,Processed
291020,Methyloxirane (propylene oxide),22,Processed
291030,"1-Chloro-2,3-epoxypropane (epichlorohydrin)",22,Processed
291090,Other,22,Processed
