HS - Combined  Product Code,HS - Combined  Product Description,CCCN Product Code,CCCN Product Description
853929,Other,8520A,Electric filament lamps nes
853931,"Fluorescent, hot cathode",8520B,Electric discharge lamps nes
853932,(1996-) Mercury or sodium vapour lamps; metal halide lamps,8520B,Electric discharge lamps nes
853939,Other,8520B,Electric discharge lamps nes
853940,(-1995) Ultra-violet or infra-red lamps; arc lamps,8520D,"Ultra-violet,arc,etc lmps"
853941,(1996-) Arclamps,8520D,"Ultra-violet,arc,etc lmps"
853949,(1996-) Other,8520D,"Ultra-violet,arc,etc lmps"
853990,Parts,8520E,Parts nes of lamps of 7782
854011,Colour,8521A,Tv picture tubes
854012,Black and white or other monochrome,8521A,Tv picture tubes
854020,Television camera tubes; image converters and intensifiers; other photocathode tubes,8521B,Other electronic tubes etc
854030,"(-1995) Cathode-ray tubes, nes",8521B,Other electronic tubes etc
854040,"(1996-) Data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",8521B,Other electronic tubes etc
854041,(-1995) Magnetron tubes,8521B,Other electronic tubes etc
854042,(-1995) Klystron tubes,8521B,Other electronic tubes etc
854049,"(-1995) Microwave tubes, nes",8521B,Other electronic tubes etc
854050,"(1996-) Data/graphic display tubes, black and white or other monochrome",8521B,Other electronic tubes etc
854060,(1996-) Other cathoderay tubes,8521B,Other electronic tubes etc
854071,(1996-) Magnetrons,8521B,Other electronic tubes etc
854072,(1996-) Klystrons,8521B,Other electronic tubes etc
854079,(1996-) Other,8521B,Other electronic tubes etc
854081,Receiver or amplifier valves and tubes,8521B,Other electronic tubes etc
854089,Other,8521B,Other electronic tubes etc
854091,Of cathoderay tubes,8521F,Electrnic componants parts nes
854099,Other,8521F,Electrnic componants parts nes
854110,"Diodes, other than photosensitive or light emitting diodes",8521C,"Diodes,transistors,etc"
854121,With a dissipation rate of less than 1 W,8521C,"Diodes,transistors,etc"
854129,Other,8521C,"Diodes,transistors,etc"
854130,"Thyristors, diacs and triacs, other than photosensitive devices",8521C,"Diodes,transistors,etc"
854140,"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes",8521C,"Diodes,transistors,etc"
854150,Other semiconductor devices,8521C,"Diodes,transistors,etc"
854160,Mounted piezoelectric crystals,8521E,"Piezo-electric crystals,mounted"
854190,Parts,8521F,Electrnic componants parts nes
854210,(2002-2006) Cards incorporating an electronic integrated circuit (smart cards),8521D,Electronic microcircuits
854211,"(-1995) Monolithic integrated circuits, digital",8521D,Electronic microcircuits
854212,(1996-2001) Monolithic digital integrated circuits,8521D,Electronic microcircuits
854213,(1996-2001) Monolithic digital integrated circuits,8521D,Electronic microcircuits
854214,(1996-2001) Monolithic digital integrated circuits,8521D,Electronic microcircuits
854219,"(-2001) Monolithic digital integrated circuits :-- Other, ",8521D,Electronic microcircuits
854220,(-1995) Hybrid integrated circuits,8521D,Electronic microcircuits
854221,(2002-2006) Digital,8521D,Electronic microcircuits
854229,(2002-2006) Other,8521D,Electronic microcircuits
854230,(1996-2001) Other monolithic integrated circuits,8521D,Electronic microcircuits
854240,(1996-2001) Hybrid integrated circuits,8521D,Electronic microcircuits
854250,(1996-2001) Electronic microassemblies,8521D,Electronic microcircuits
854260,(2002-2006) Hybrid integrated circuits,8521D,Electronic microcircuits
854270,(2002-2006) Electronic microassemblies,8521D,Electronic microcircuits
854280,(-1995) Electronic integrated circuits and microas,8521D,Electronic microcircuits
854290,Parts,8521F,Electrnic componants parts nes
854310,"(-1995, 2007-) Particle accelerators",8522A,Particle accelerators
854311,(1996-2006) Ion implanters for doping semiconductor materials,8522A,Particle accelerators
854319,(1996-2006) Other,8522A,Particle accelerators
854320,Signal generators,8522B,Other electronic machinery nes
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",8522B,Other electronic machinery nes
854340,(1996-2006) Electric fence energisers,8522B,Other electronic machinery nes
854380,"(-1995) Electrical machines and apparatus, having ",8522B,Other electronic machinery nes
854381,(1996-2006) Proximity cards and tags,8522B,Other electronic machinery nes
854389,(1996-2006) Other,8522B,Other electronic machinery nes
854390,Parts,8522B,Other electronic machinery nes
854411,Of copper,8523,"Insulated electric wire, cable, etc"
854419,Other,8523,"Insulated electric wire, cable, etc"
854420,Coaxial cable and other coaxial electric conductors,8523,"Insulated electric wire, cable, etc"
854430,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",8523,"Insulated electric wire, cable, etc"
854441,(-2006) Fitted with connectors,8523,"Insulated electric wire, cable, etc"
854449,Other,8523,"Insulated electric wire, cable, etc"
854451,(-2006) Fitted with connectors,8523,"Insulated electric wire, cable, etc"
854459,(-2006) Other,8523,"Insulated electric wire, cable, etc"
854460,"Other electric conductors, for a voltage exceeding 1,000 V",8523,"Insulated electric wire, cable, etc"
854470,Optical fibre cables,7018,Optical glass and elements of optical glass
854511,Of a kind used for furnaces,8524,"Carbon brushes, arc-lamp carbons, etc for electrical purposes"
854519,Other,8524,"Carbon brushes, arc-lamp carbons, etc for electrical purposes"
854520,Brushes,8524,"Carbon brushes, arc-lamp carbons, etc for electrical purposes"
854590,Other,8524,"Carbon brushes, arc-lamp carbons, etc for electrical purposes"
854610,Of glass,8525A,Glass electrical insulators
854620,Of ceramics,8525B,Ceramic electrical insulators
854690,Other,8525C,Other electrical insulators
854710,Insulating fittings of ceramics,8526B,Ceram electrical insulating fittings nes
854720,Insulating fittings of plastics,8526C,Other electrical insulating fittings nes
854790,Other,8526A,Glass electrical insulating fittings nes
854800,(-1995) Electrical parts of machinery or apparatus,8528,Electrical parts of machinery and apparatus not elsewhere included
854810,"(1996-) Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",8504A,Electric accumulators
854890,(1996-) Other,8528,Electrical parts of machinery and apparatus not elsewhere included
860110,Powered from an external source of electricity,8602,Electric rail locomotives
860120,Powered by electric accumulators,8602,Electric rail locomotives
860210,Dieselelectric locomotives,8603,Other rail locomotives etc
860290,Other,8603,Other rail locomotives etc
860310,Powered from an external source of electricity,8604,"Mechanically propelled railway, vans and trucks"
860390,Other,8604,"Mechanically propelled railway, vans and trucks"
860400,"Railway or tramway maintenance or service vehicles, whether or not selfpropelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles).",8606,Railway and tramway rolling-stock
860500,"Railway or tramway passenger coaches, not selfpropelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not selfpropelled (excluding those of heading 86.04).",8605,Railway and tramway passenger coaches and luggage vans
860610,Tank wagons and the like,8607,Railway and tramway goods vans
860620,"(-2006) Insulated or refrigerated vans and wagons, other than those of subheading 8606.10",8607,Railway and tramway goods vans
860630,"Selfdischarging vans and wagons, other than those of subheading 8606.10 or 8606.20",8607,Railway and tramway goods vans
860691,Covered and closed,8607,Railway and tramway goods vans
860692,"Open, with nonremovable sides of a height exceeding 60 cm",8607,Railway and tramway goods vans
860699,Other,8607,Railway and tramway goods vans
860711,Driving bogies and bisselbogies,8609,Parts of railway and tramway locomotives
860712,Other bogies and bisselbogies,8609,Parts of railway and tramway locomotives
860719,"Other, including parts",8609,Parts of railway and tramway locomotives
860721,Air brakes and parts thereof,8609,Parts of railway and tramway locomotives
860729,Other,8609,Parts of railway and tramway locomotives
860730,"Hooks and other coupling devices, buffers, and parts thereof",8609,Parts of railway and tramway locomotives
860791,Of locomotives,8609,Parts of railway and tramway locomotives
860799,Other,8609,Parts of railway and tramway locomotives
860800,"Railway or tramway track fixtures and fittings; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the for",8610,Railway track fixtures and fittings
860900,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.,8608,Containers for all modes of transport
870110,Pedestrian controlled tractors,8701C,Wheeled tractors nes
870120,Road tractors for semi-trailers,8701B,Tractors for semi-trailers
870130,Track-laying tractors,8701A,Track-laying tractors
870190,Other,8701C,Wheeled tractors nes
870210,With compression-ignition internal combustion piston engine (diesel or semi-diesel),8702B,Buses
870290,Other,8702B,Buses
870310,Vehicles specially designed for travelling on snow; golf cars and similar vehicles,8702C,"Lorries,trucks"
870321,"Of a cylinder capacity not exceeding 1,000 cc",8702A,Pass motor veh excluding buses
870322,"Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",8702A,Pass motor veh excluding buses
870323,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",8702A,Pass motor veh excluding buses
870324,"Of a cylinder capacity exceeding 3,000 cc",8702A,Pass motor veh excluding buses
870331,"Of a cylinder capacity not exceeding 1,500 cc",8702A,Pass motor veh excluding buses
870332,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",8702A,Pass motor veh excluding buses
870333,"Of a cylinder capacity exceeding 2,500 cc",8702A,Pass motor veh excluding buses
870390,Other,8702A,Pass motor veh excluding buses
870410,Dumpers designed for offhighway use,8702C,"Lorries,trucks"
870421,g.v.w. not exceeding 5 tonnes,8702C,"Lorries,trucks"
870422,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,8702C,"Lorries,trucks"
870423,g.v.w. exceeding 20 tonnes,8702C,"Lorries,trucks"
870431,g.v.w. not exceeding 5 tonnes,8702C,"Lorries,trucks"
870432,g.v.w. exceeding 5 tonnes,8702C,"Lorries,trucks"
870490,Other,8702C,"Lorries,trucks"
870510,Crane lorries,8703,Special purpose motor lorries and vans
870520,Mobile drilling derricks,8703,Special purpose motor lorries and vans
870530,Fire fighting vehicles,8703,Special purpose motor lorries and vans
870540,Concretemixer lorries,8703,Special purpose motor lorries and vans
870590,Other,8703,Special purpose motor lorries and vans
870600,"Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",8704,Chassis fitted with engines for motor vehicles in no 8701-8703
870710,For the vehicles of heading 87.03,8705,Bodies for motor vehicles within no 8701-8703
870790,Other,8705,Bodies for motor vehicles within no 8701-8703
870810,Bumpers and parts thereof,8706,Parts and accessories of motor vehicles within no8701-8703
870821,Safety seat belts,8706,Parts and accessories of motor vehicles within no8701-8703
870829,Other,8706,Parts and accessories of motor vehicles within no8701-8703
870831,(-2006) Mounted brake linings,8706,Parts and accessories of motor vehicles within no8701-8703
870839,(-2006) Other,8706,Parts and accessories of motor vehicles within no8701-8703
870840,Gear boxes,8706,Parts and accessories of motor vehicles within no8701-8703
870850,"  Driveaxles with differential, whether or not provided with other transmission components",8706,Parts and accessories of motor vehicles within no8701-8703
870860,(-2006) Nondriving axles and parts thereof,8706,Parts and accessories of motor vehicles within no8701-8703
870870,Road wheels and parts and accessories thereof,8706,Parts and accessories of motor vehicles within no8701-8703
870880,Suspension shockabsorbers,8706,Parts and accessories of motor vehicles within no8701-8703
870891,Radiators,8706,Parts and accessories of motor vehicles within no8701-8703
870892,Silencers and exhaust pipes,8706,Parts and accessories of motor vehicles within no8701-8703
870893,Clutches and parts thereof,8706,Parts and accessories of motor vehicles within no8701-8703
870894,"Steering wheels, steering columns and steering boxes",8706,Parts and accessories of motor vehicles within no8701-8703
870899,Other,8706,Parts and accessories of motor vehicles within no8701-8703
870911,Electrical,8707A,Fork lift trucks etc
870919,Other,8707A,Fork lift trucks etc
870990,Parts,8707B,Parts nes of vehicles of 74411
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",8708,Armored fightng vehicles
871110,  With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,8709,Motorcycles etc
871120,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,8709,Motorcycles etc
871130,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,8709,Motorcycles etc
871140,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,8709,Motorcycles etc
871150,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,8709,Motorcycles etc
871190,Other,8709,Motorcycles etc
871200,"Bicycles and other cycles (including delivery tricycles), not motorised.",8710,"Bicycles,etc non-motorised"
871310,Not mechanically propelled,8711,Invalid carriages fitted with means of mechanical propulsion
871390,Other,8711,Invalid carriages fitted with means of mechanical propulsion
871411,Saddles,8712,Parts and accessories of articles within no8709-8711
871419,Other,8712,Parts and accessories of articles within no8709-8711
871420,Of carriages for disabled persons,8712,Parts and accessories of articles within no8709-8711
871491,"Frames and forks, and parts thereof",8712,Parts and accessories of articles within no8709-8711
871492,Wheel rims and spokes,8712,Parts and accessories of articles within no8709-8711
871493,"Hubs, other than coaster braking hubs and hub brakes, and freewheel sprocketwheels",8712,Parts and accessories of articles within no8709-8711
871494,"Brakes, including coaster braking hubs and hub brakes, and parts thereof",8712,Parts and accessories of articles within no8709-8711
871495,Saddles,8712,Parts and accessories of articles within no8709-8711
871496,"Pedals and crankgear, and parts thereof",8712,Parts and accessories of articles within no8709-8711
871499,Other,8712,Parts and accessories of articles within no8709-8711
871500,Baby carriages and parts thereof.,8713,Baby carriages and parts thereof
871610,"Trailers and semitrailers of the caravan type, for housing or camping",8714A,"Housing,camping trailers"
871620,Selfloading or selfunloading trailers and semitrailers for agricultural purposes,8714B,Other trailers
871631,Tanker trailers and tanker semitrailers,8714B,Other trailers
871639,Other,8714B,Other trailers
871640,Other trailers and semitrailers,8714C,Other non-motorized vehicles
871680,Other vehicles,8714C,Other non-motorized vehicles
871690,Parts,8714D,Parts nes of trailers etc
880110,(-2006) Gliders and hang gliders,8802A,"Gliders,kites,rotochutes"
880190,(-2006) Other,8801,Balloons and airships
880211,"Of an unladen weight not exceeding 2,000 kg",8802B,Helicopters
880212,"Of an unladen weight exceeding 2,000 kg",8802B,Helicopters
880220,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",8802C,Aircraft nes 2000kg or ls
880230,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",8802D,Aircraft nes 2001-15000kg
880240,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",8802E,Aircraft nes over 15000kg
880250,(-1995) Spacecraft (including satellites) and spac,8802E,Aircraft nes over 15000kg
880260,(1996-) Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,8802E,Aircraft nes over 15000kg
880310,Propellers and rotors and parts thereof,8803,Parts falling in cccn 8801-8802
880320,Undercarriages and parts thereof,8803,Parts falling in cccn 8801-8802
880330,Other parts of aeroplanes or helicopters,8803,Parts falling in cccn 8801-8802
880390,Other,8803,Parts falling in cccn 8801-8802
880400,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,8804,"Parachutes,prts,accessories thereof"
880510,Aircraft launching gear and parts thereof; deckarrestor or similar gear and parts thereof,8805,Aircraft launchers etc
880520,(-2001) Ground flying trainers and parts thereof,8805,Aircraft launchers etc
880521,(2002-) Air combat simulators and parts thereof,8805,Aircraft launchers etc
880529,(2002-) Other,8805,Aircraft launchers etc
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferryboats of all kinds",8901D,Other cargo vessels
890120,Tankers,8901C,Tankers of all kinds
890130,"Refrigerated vessels, other than those of subheading 8901.20",8901D,Other cargo vessels
890190,Other vessels for the transport of goods and other vessels for the transport of both persons and goods,8901D,Other cargo vessels
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products.,8901E,Fishing vessels etc
890310,Inflatable,8901B,"Yachts,sports vessels etc"
890391,"Sailboats, with or without auxiliary motor",8901B,"Yachts,sports vessels etc"
890392,"Motorboats, other than outboard motorboats",8901B,"Yachts,sports vessels etc"
890399,Other,8901B,"Yachts,sports vessels etc"
890400,Tugs and pusher craft.,8902,Vessels designed for towing or pushing other vessels
890510,Dredgers,8903,"Light-vessels, fire-floats, dredgers"
890520,Floating or submersible drilling or production platforms,8903,"Light-vessels, fire-floats, dredgers"
890590,Other,8903,"Light-vessels, fire-floats, dredgers"
890600,"(-2001) Other vessels, including warships and lifeboats ot",8901A,Warships
890610,(2002-) Warships,8901A,Warships
890690,(2002-) Other,8901A,Warships
890710,Inflatable rafts,8905,"Floating structures other than vessels such as coffer-dams,etc"
890790,Other,8905,"Floating structures other than vessels such as coffer-dams,etc"
890800,Vessels and other floating structures for breaking up.,8904,Ships and other vessels for breaking up
900110,"Optical fibres, optical fibre bundles and cables",9013,Optical appliances and instruments
900120,Sheets and plates of polarising material,9013,Optical appliances and instruments
900130,Contact lenses,9001,Optical elements unmounted
900140,Spectacle lenses of glass,9001,Optical elements unmounted
900150,Spectacle lenses of other materials,9013,Optical appliances and instruments
900190,Other,9013,Optical appliances and instruments
900211,"For cameras, projectors or photographic enlargers or reducers",9002,Lenses and other optical elements mounted
900219,Other,9002,Lenses and other optical elements mounted
900220,Filters,9002,Lenses and other optical elements mounted
900290,Other,9002,Lenses and other optical elements mounted
900311,Of plastics,9003,Frames and mountings for spectacles
900319,Of other materials,9003,Frames and mountings for spectacles
900390,Parts,9003,Frames and mountings for spectacles
900410,Sunglasses,9004,Spectacles etc
900490,Other,9004,Spectacles etc
900510,Binoculars,9005,"Telescope,mono-binocular"
900580,Other instruments,9006,Astronomical instruments
900590,Parts and accessories (including mountings),9006,Astronomical instruments
900610,Cameras of a kind used for preparing printing plates or cylinders,9007A,Still cameras
900620,"(-2006) Cameras of a kind used for recording documents on microfilm, microfiche or other microforms",9007A,Still cameras
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes",9007A,Still cameras
900640,Instant print cameras,9007A,Still cameras
900651,"With a throughthelens viewfinder (single lens reflex (SLR)), for roll film of a width not exceeding 35 mm",9007A,Still cameras
900652,"Other, for roll film of a width less than 35 mm",9007A,Still cameras
900653,"Other, for roll film of a width of 35 mm",9007A,Still cameras
900659,Other,9007A,Still cameras
900661,Discharge lamp (electronic) flashlight apparatus,9007B,Photo flashlight apparatus
900662,"(-2006) Flashbulbs, flashcubes and the like",9007B,Photo flashlight apparatus
900669,Other,9007B,Photo flashlight apparatus
900691,For cameras,9007C,Parts nes of apparatus of 8811
900699,Other,9007C,Parts nes of apparatus of 8811
900711,For film of less than 16 mm width or for double8 mm film,9008A,"Cinema cameras,projectors,etc -- for film under 16mm"
900719,Other,9008A,"Cinema cameras,projectors,etc -- for film under 16mm"
900720,(1996-) Projectors,9008A,"Cinema cameras,projectors,etc -- for film under 16mm"
900721,(-1995) Cinematographic projectors for film of les,9008A,"Cinema cameras,projectors,etc -- for film under 16mm"
900729,"(-1995) Cinematographic projectors, nes",9008A,"Cinema cameras,projectors,etc -- for film under 16mm"
900791,For cameras,9008C,Parts nes of apparatus of 8812
900792,For projectors,9008C,Parts nes of apparatus of 8812
900810,Slide projectors,9009,"Projectors noncinema,etc"
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",9009,"Projectors noncinema,etc"
900830,Other image projectors,9009,"Projectors noncinema,etc"
900840,Photographic (other than cinematographic) enlargers and reducers,9009,"Projectors noncinema,etc"
900890,Parts and accessories,9009,"Projectors noncinema,etc"
900911,(-2006) Operating by reproducing the original image directly onto the copy (direct process),9010A,"Photo,thermocopy apparatus"
900912,(-2006) Operating by reproducing the original image via an intermediate onto the copy (indirect process),9010A,"Photo,thermocopy apparatus"
900921,(-2006) Incorporating an optical system,9010A,"Photo,thermocopy apparatus"
900922,(-2006) Of the contact type,9010A,"Photo,thermocopy apparatus"
900930,(-2006) Thermocopying apparatus,9010A,"Photo,thermocopy apparatus"
900990,(-2001) Parts and accessories,9010B,"Copy machines parts,accessories nes"
900991,(2002-2006) Automatic document feeders,9010B,"Copy machines parts,accessories nes"
900992,(2002-2006) Paper feeders,9010B,"Copy machines parts,accessories nes"
900993,(2002-2006) Sorters,9010B,"Copy machines parts,accessories nes"
900999,(2002-2006) Other,9010B,"Copy machines parts,accessories nes"
901010,Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper,9010C,"Photo,cine laboratory equipment nes"
901020,(-1995) Apparatus and equipment for photographic (,9010C,"Photo,cine laboratory equipment nes"
901030,(-1995) Projection screens,9010C,"Photo,cine laboratory equipment nes"
901041,(1996-2006) Direct writeonwafer apparatus,9010C,"Photo,cine laboratory equipment nes"
901042,(1996-2006) Step and repeat aligners,9010C,"Photo,cine laboratory equipment nes"
901049,(1996-2006) Other,9010C,"Photo,cine laboratory equipment nes"
901050,(1996-) Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes,9010C,"Photo,cine laboratory equipment nes"
901060,(1996-) Projection screens,9010C,"Photo,cine laboratory equipment nes"
901090,Parts and accessories,9010C,"Photo,cine laboratory equipment nes"
901110,Stereoscopic microscopes,9012,Compound optical microscopes
901120,"Other microscopes, for photomicrography, cinephotomicrography or microprojection",9012,Compound optical microscopes
901180,Other microscopes,9012,Compound optical microscopes
901190,Parts and accessories,9012,Compound optical microscopes
901210,Microscopes other than optical microscopes; diffraction apparatus,9011,"Electron,etc diffraction ap"
901290,Parts and accessories,9011,"Electron,etc diffraction ap"
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this Chapter or Section XVI",9013,Optical appliances and instruments
901320,"Lasers, other than laser diodes",9013,Optical appliances and instruments
901380,"Other devices, appliances and instruments",9013,Optical appliances and instruments
901390,Parts and accessories,9013,Optical appliances and instruments
901410,Direction finding compasses,9014A,Navigational instruments non-electrical etc
901420,Instruments and appliances for aeronautical or space navigation (other than compasses),9014A,Navigational instruments non-electrical etc
901480,Other instruments and appliances,9014A,Navigational instruments non-electrical etc
901490,Parts and accessories,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
901510,Rangefinders,9014B,Surveying instruments etc non-electrical
901520,Theodolites and tachymeters (tacheometers),9014B,Surveying instruments etc non-electrical
901530,Levels,9014B,Surveying instruments etc non-electrical
901540,Photogrammetrical surveying instruments and appliances,9014B,Surveying instruments etc non-electrical
901580,Other instruments and appliances,9014B,Surveying instruments etc non-electrical
901590,Parts and accessories,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
901600,"Balances of a sensitivity of 5 cg or better, with or without weights.",9015,Balances of a sensitivity of 5 cg or better
901710,"Drafting tables and machines, whether or not automatic",9016A,"Measurng,drawng etc instruments"
901720,"Other drawing, markingout or mathematical calculating instruments",9016A,"Measurng,drawng etc instruments"
901730,"Micrometers, callipers and gauges",9016A,"Measurng,drawng etc instruments"
901780,Other instruments,9016A,"Measurng,drawng etc instruments"
901790,Parts and accessories,9016B,Parts nes of instruments of 87421
901811,Electrocardiographs,9017A,Electro-medical equipment
901812,(1996-) Ultrasonic scanning apparatus,9017A,Electro-medical equipment
901813,(1996-) Magnetic resonance imaging apparatus,9017A,Electro-medical equipment
901814,(1996-) Scintigraphic apparatus,9017A,Electro-medical equipment
901819,Other,9017A,Electro-medical equipment
901820,Ultraviolet or infrared ray apparatus,9017A,Electro-medical equipment
901831,"Syringes, with or without needles",9017C,Other medical instruments
901832,Tubular metal needles and needles for sutures,9017C,Other medical instruments
901839,Other,9017C,Other medical instruments
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",9017B,Dental instruments
901849,Other,9402,"Medical furniture,parts"
901850,Other ophthalmic instruments and appliances,9017C,Other medical instruments
901890,Other instruments and appliances,9017C,Other medical instruments
901910,Mechanotherapy appliances; massage apparatus; psychological aptitudetesting apparatus,9018,Mechano-therapy appliances
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",9018,Mechano-therapy appliances
902000,"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters.",9018,Mechano-therapy appliances
902110,(2002-) Orthopaedic or fracture appliances,9019B,Orthopaedic etc goods
902111,(-2001) Artificial joints and other orthopaedic or fractur,9019B,Orthopaedic etc goods
902119,(-2001) Artificial joints and other orthopaedic or fractur,9019B,Orthopaedic etc goods
902121,Artificial teeth,9019B,Orthopaedic etc goods
902129,Other,9019B,Orthopaedic etc goods
902130,(-2001) Other artificial parts of the body,9019B,Orthopaedic etc goods
902131,(2002-) Artificial joints,9019B,Orthopaedic etc goods
902139,(2002-) Other,9019B,Orthopaedic etc goods
902140,"Hearing aids, excluding parts and accessories",9019A,Hearing aids
902150,"Pacemakers for stimulating heart muscles, excluding parts and accessories",9019B,Orthopaedic etc goods
902190,Other,9019B,Orthopaedic etc goods
902211,(-1995) Apparatus based on the use of X-rays for m,9020,X-ray apparatus
902212,(1996-) Computed tomography apparatus,9020,X-ray apparatus
902213,"(1996-) Other, for dental uses",9020,X-ray apparatus
902214,"(1996-) Other, for medical, surgical or veterinary uses",9020,X-ray apparatus
902219,For other uses,9020,X-ray apparatus
902221,"For medical, surgical, dental or veterinary uses",9020,X-ray apparatus
902229,For other uses,9020,X-ray apparatus
902230,Xray tubes,9020,X-ray apparatus
902290,"Other, including parts and accessories",9020,X-ray apparatus
902300,"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses.",9021,Instruments for demonstrational purposes
902410,Machines and appliances for testing metals,9022,"Machines for testing mechanically the hardness,etc of materials"
902480,Other machines and appliances,9022,"Machines for testing mechanically the hardness,etc of materials"
902490,Parts and accessories,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
902511,"Liquid-filled, for direct reading",9023,"Hydrometers and similar instruments, thermometers, etc"
902519,Other,9023,"Hydrometers and similar instruments, thermometers, etc"
902520,"(-1995) Barometers, not combined with other instru",9023,"Hydrometers and similar instruments, thermometers, etc"
902580,Other instruments,9023,"Hydrometers and similar instruments, thermometers, etc"
902590,Parts and accessories,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
902610,For measuring or checking the flow or level of liquids,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
902620,For measuring or checking pressure,9024,"Instruments for measuring, flow,depth etc of liquids or gases"
902680,Other instruments or apparatus,9028E,Electrical measuring etc instruments nes
902690,Parts and accessories,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
902710,Gas or smoke analysis apparatus,9028C,Other elctronic measures etc equipments
902720,Chromatographs and electrophoresis instruments,9028C,Other elctronic measures etc equipments
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations (UV, visible, IR)",9028C,Other elctronic measures etc equipments
902740,(-2006) Exposure meters,9028C,Other elctronic measures etc equipments
902750,"Other instruments and apparatus using optical radiations (UV, visible, IR)",9028C,Other elctronic measures etc equipments
902780,Other instruments and apparatus,9028C,Other elctronic measures etc equipments
902790,Microtomes; parts and accessories,9025,Instruments for chemical analysis
902810,Gas meters,9026,"Gas, liquid and electricity supply meters"
902820,Liquid meters,9026,"Gas, liquid and electricity supply meters"
902830,Electricity meters,9026,"Gas, liquid and electricity supply meters"
902890,Parts and accessories,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
902910,"Revolution counters, production counters, taximeters, mileometers, pedometers and the like",9027,"Revolution and production counters, taximeters, etc"
902920,Speed indicators and tachometers; stroboscopes,9027,"Revolution and production counters, taximeters, etc"
902990,Parts and accessories,9029,Parts or accessories suitable for articles of cccn 9023-24 & 9026-28
903010,Instruments and apparatus for measuring or detecting ionising radiations,9028B,Radioactivty counters etc
903020,Cathode-ray oscilloscopes and cathode-ray oscillographs,9028C,Other elctronic measures etc equipments
903031,Multimeters,9028C,Other elctronic measures etc equipments
903039,Other,9028C,Other elctronic measures etc equipments
903040,"Other instruments and apparatus, specially designed for telecommunications (for example, cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)",9028C,Other elctronic measures etc equipments
903081,(-1995) Inst&app for measuring or checking elec qt,9028C,Other elctronic measures etc equipments
