HS - Combined  Product Code,HS - Combined  Product Description,BEC Product Code,BEC Product Description
820730,"Tools for pressing, stamping or punching",42,Parts and accessories
820740,Tools for tapping or threading,42,Parts and accessories
820750,"Tools for drilling, other than for rock drilling",42,Parts and accessories
820760,Tools for boring or broaching,42,Parts and accessories
820770,Tools for milling,42,Parts and accessories
820780,Tools for turning,42,Parts and accessories
820790,Other interchangeable tools,42,Parts and accessories
820810,For metal working,42,Parts and accessories
820820,For wood working,42,Parts and accessories
820830,For kitchen appliances or for machines used by the food industry,42,Parts and accessories
820840,"For agricultural, horticultural or forestry machines",42,Parts and accessories
820890,Other,42,Parts and accessories
820900,"Plates, sticks, tips and the like for tools, unmounted, of cermets.",42,Parts and accessories
840140,Parts of nuclear reactors,42,Parts and accessories
840290,Parts,42,Parts and accessories
840490,Parts,42,Parts and accessories
840590,Parts,42,Parts and accessories
840690,Parts,42,Parts and accessories
841090,"Parts, including regulators",42,Parts and accessories
841290,Parts,42,Parts and accessories
841391,Of pumps,42,Parts and accessories
841392,Of liquid elevators,42,Parts and accessories
841490,Parts,42,Parts and accessories
841590,Parts,42,Parts and accessories
841690,Parts,42,Parts and accessories
841790,Parts,42,Parts and accessories
841891,Furniture designed to receive refrigerating or freezing equipment,42,Parts and accessories
841899,Other,42,Parts and accessories
841990,Parts,42,Parts and accessories
842091,Cylinders,42,Parts and accessories
842099,Other,42,Parts and accessories
842191,"Of centrifuges, including centrifugal dryers",42,Parts and accessories
842199,Other,42,Parts and accessories
842290,Parts,42,Parts and accessories
842390,Weighing machine weights of all kinds; parts of weighing machinery,42,Parts and accessories
842490,Parts,42,Parts and accessories
843110,Of machinery of heading 84.25,42,Parts and accessories
843120,Of machinery of heading 84.27,42,Parts and accessories
843131,"Of lifts, skip hoists or escalators",42,Parts and accessories
843139,Other,42,Parts and accessories
843141,"Buckets, shovels, grabs and grips",42,Parts and accessories
843142,Bulldozer or angledozer blades,42,Parts and accessories
843143,Parts for boring or sinking machinery of subheading 8430.41 or 8430.49,42,Parts and accessories
843149,Other,42,Parts and accessories
843290,Parts,42,Parts and accessories
843390,Parts,42,Parts and accessories
843490,Parts,42,Parts and accessories
843590,Parts,42,Parts and accessories
843691,Of poultrykeeping machinery or poultry incubators and brooders,42,Parts and accessories
843699,Other,42,Parts and accessories
843790,Parts,42,Parts and accessories
843890,Parts,42,Parts and accessories
843991,Of machinery for making pulp of fibrous cellulosic material,42,Parts and accessories
843999,Other,42,Parts and accessories
844090,Parts,42,Parts and accessories
844190,Parts,42,Parts and accessories
844240,"Parts of the foregoing machinery, apparatus or equipment",42,Parts and accessories
844250,"Printing type, blocks, plates, cylinders and other printing components; blocks, plates, cylinders and lithographic stones, prepared for printing purposes (for example, planed, grained or polished)",42,Parts and accessories
844390,(-2006) Parts,42,Parts and accessories
844811,"Dobbies and Jacquards; card reducing, copying, punching or assembling machines for use therewith",42,Parts and accessories
844819,Other,42,Parts and accessories
844820,Parts and accessories of machines of heading 84.44 or of their auxiliary machinery,42,Parts and accessories
844831,Card clothing,42,Parts and accessories
844832,"Of machines for preparing textile fibres, other than card clothing",42,Parts and accessories
844833,"Spindles, spindle flyers, spinning rings and ring travellers",42,Parts and accessories
844839,Other,42,Parts and accessories
844841,(-2006) Shuttles,42,Parts and accessories
844842,"Reeds for looms, healds and healdframes",42,Parts and accessories
844849,Other,42,Parts and accessories
844851,"Sinkers, needles and other articles used in forming stitches",42,Parts and accessories
844859,Other,42,Parts and accessories
845090,Parts,42,Parts and accessories
845190,Parts,42,Parts and accessories
845390,Parts,42,Parts and accessories
845490,Parts,42,Parts and accessories
845530,Rolls for rolling mills,42,Parts and accessories
845590,Other parts,42,Parts and accessories
846691,For machines of heading 84.64,42,Parts and accessories
846692,For machines of heading 84.65,42,Parts and accessories
846693,For machines of headings 84.56 to 84.61,42,Parts and accessories
846694,For machines of heading 84.62 or 84.63,42,Parts and accessories
846791,Of chain saws,42,Parts and accessories
846792,Of pneumatic tools,42,Parts and accessories
846799,Other,42,Parts and accessories
846890,Parts,42,Parts and accessories
847310,Parts and accessories of the machines of heading 84.69,42,Parts and accessories
847321,"Of the electronic calculating machines of subheading 8470.10, 8470.21 or 8470.29",42,Parts and accessories
847329,Other,42,Parts and accessories
847330,Parts and accessories of the machines of heading 84.71,42,Parts and accessories
847340,Parts and accessories of the machines of heading 84.72,42,Parts and accessories
847350,(1996-) Parts and accessories equally suitable for use with machines of two or more of the headings 84.69 to 84.72,42,Parts and accessories
847490,Parts,42,Parts and accessories
847590,Parts,42,Parts and accessories
847690,Parts,42,Parts and accessories
847790,Parts,42,Parts and accessories
847890,Parts,42,Parts and accessories
847990,Parts,42,Parts and accessories
848110,Pressurereducing valves,42,Parts and accessories
848120,Valves for oleohydraulic or pneumatic transmissions,42,Parts and accessories
848130,Check (nonreturn) valves,42,Parts and accessories
848140,Safety or relief valves,42,Parts and accessories
848180,Other appliances,42,Parts and accessories
848190,Parts,42,Parts and accessories
848210,Ball bearings,42,Parts and accessories
848220,"Tapered roller bearings, including cone and tapered roller assemblies",42,Parts and accessories
848230,Spherical roller bearings,42,Parts and accessories
848240,Needle roller bearings,42,Parts and accessories
848250,Other cylindrical roller bearings,42,Parts and accessories
848280,"Other, including combined ball/roller bearings",42,Parts and accessories
848291,"Balls, needles and rollers",42,Parts and accessories
848299,Other,42,Parts and accessories
848310,Transmission shafts (including cam shafts and crank shafts) and cranks,42,Parts and accessories
848320,"Bearing housings, incorporating ball or roller bearings",42,Parts and accessories
848330,"Bearing housings, not incorporating ball or roller bearings; plain shaft bearings",42,Parts and accessories
848340,"Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately; ball or roller screws; gear boxes and other speed changers, including torque converters",42,Parts and accessories
