HS 1988/92 Product Code,HS 1988/92 Product Description,CPC Product Code,CPC Product Description
291229,"Other cyclic aldehydes, without oxygen function",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291230,Aldehyde-alcohols,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291241,Vanillin (4-hydroxy-3-methoxybenzaldehyde),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291242,Ethylvanillin (3-ethoxy-4-methoxybenzaldehyde),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291249,"Aldehyde-ethers, aldehyde-phenols, aldehydes, w",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291250,Cyclic polymers of aldehydes,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291260,Paraformaldehyde,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291300,"Halogenated, sulphonated, nitrated or nitrosate",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291411,Acetone,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291412,Butanone (methyl ethyl ketone),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291413,4-Methylpentan-2-one (methyl isobutyl ketone),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291419,"Other acyclic ketones, without oxygen function,",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291421,Camphor,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291422,Cyclohexanone and methylcyclohexanones,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291423,Ionones and methylionones,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291429,"Cyclanic, cyclenic or cycloterpenic ketones wit",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291430,Aromatic ketones without oxygen function,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291441,4-Hydroxy-4-methylpentan-2-one (diacetone alcoh,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291449,Ketone-alcohols and ketone-aldehydes (excl. dia,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291450,Ketone-phenols and ketones with oxygen function,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291461,Anthraquinone,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291469,Quinones (excl. anthraquinone),3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291470,Halogenated... or nitrosated derivatives of ket,3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
291511,Formic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291512,Salts of formic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291513,Esters of formic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291521,Acetic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291522,Sodium acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291523,Cobalt acetates,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291524,Acetic anhydride,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291529,Salts of acetic acid (excl. of sodium and cobal,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291531,Ethyl acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291532,Vinyl acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291533,n-Butyl acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291534,Isobutyl acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291535,2-Ethoxyethyl acetate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291539,"Other esters of acetic acids, nes",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291540,"Mono-, di- or trichloroacetic acids, their salt",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291550,"Propionic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291560,"Butyric acids, valeric acids, their salts and e",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291570,"Palmitic acid, stearic acid, their salts and es",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291590,Saturated acyclic monocarboxylic acids and thei,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291611,Acrylic acid and its salts,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291612,Esters of acrylic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291613,Methacrylic acid and its salts,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291614,Esters of methacrylic acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291615,"Oleic, linoleic or linolenic acids, their salts",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291619,Unsaturated acyclic monocarboxylic acids and th,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291620,"Cyclanic...cycloterpenic monocarboxylic acids,",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291631,"Benzoic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291632,Benzoyl peroxide and benzoyl chloride,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291633,"Phenylacetic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291639,"Aromatic monocarboxylic acids, etc, their... de",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291711,"Oxalic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291712,"Adipic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291713,"Azelaic acid, sebacic acid, their salts and est",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291714,Maleic anhydride,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291719,"Acyclic polycarboxylic acids, etc, their... der",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291720,"Cyclanic... cycloterpenic polycarboxylic acids,",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291731,Dibutyl orthophthalates,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291732,Dioctyl orthophthalates,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291733,Dinonyl or didecyl orthophthalates,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291734,"Other esters of orthophthalic acid, nes",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291735,Phthalic anhydride,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291736,Terephthalic acid and its salts,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291737,Dimethyl terephthalate,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291739,"Aromatic polycarboxylic acids, etc, their... de",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291811,"Lactic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291812,Tartaric acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291813,Salts and esters of tartaric acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291814,Citric acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291815,Salts and esters of citric acid,3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291816,"Gluconic acid, its salts and esters",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291817,"Phenylglycolic acid (mandelic acid), its salts",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291819,"Carboxylic acids with alcohol function, without",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291821,Salicylic acid and its salts,3521,Salicylic acid and its salts and esters
291822,"O-Acetylsalicylic acid, its salts and esters",3521,Salicylic acid and its salts and esters
291823,Other esters of salicylic acid and their salts,3521,Salicylic acid and its salts and esters
291829,"Carboxylic acids with phenol function, without",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291830,"Carboxylic acids with aldehyde, ketone but with",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291890,"Carboxylic acids with oxygen function, etc, the",3414,"Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids"
291900,"Phosphoric esters, etc (incl. lactophosphates);",3418,Phosphoric esters and their salts or esters of other inorganic acids
292010,Triophosphoric esters (phosphorothioates) their,3418,Phosphoric esters and their salts or esters of other inorganic acids
292090,Esters of other inorganic acids (excl. of hydro,3418,Phosphoric esters and their salts or esters of other inorganic acids
292111,"Methylamine, di- or trimethylamine and their sa",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292112,Diethylamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292119,"Acylic monoamines and their derivatives, nes; s",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292121,Ethylenediamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292122,Hexamethylenediamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292129,"Acyclic polyamines and their derivatives, nes;",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292130,Cyclanic...or cycloterpenic mono- or polyamines,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292141,Aniline and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292142,Aniline derivatives and their salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292143,Toluidines and derivatives; salts thereof,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292144,Diphenylamine and its derivatives; salts thereo,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292145,"1-Naphthylamine, 2-naphthylamine and their deri",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292149,"Aromatic monoamines and their derivatives, nes;",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, et",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292159,"Aromatic polyamines and their derivatives, nes;",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292211,Monoethanolamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292212,Diethanolamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292213,Triethanolamine and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292219,"Amino-alcohols, their ethers and esters with on",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292221,Aminohydroxynaphthalenesulphonic acids and thei,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292222,"Anisidines, dianisidines, phenetidines, and the",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292229,"Amino-naphthols and -phenols, etc... one oxygen",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292230,"Amino-aldehydes, ketones quinones, not >1 oxyge",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292241,Lysine and its esters; salts thereof,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292242,Glutamic acid and its salts,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292249,"Amino-acids and their esters, not >1 oxygen fun",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292250,Amino-alcohol/acid-phenols; amino-compounds wit,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292310,Choline and its salts,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292320,Lecithins and other phosphoaminolipids,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292390,"Quaternary ammonium salts and hydroxides, nes",3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292410,Acyclic amides (incl. acyclic carbamates) and d,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292421,Ureines and their derivatives; salts thereof,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292429,Cyclic amides (incl. carbamates) and derivative,3522,Lysine and its esters and salts thereof; glutamic acid and its salts;
292511,Saccharin and its salts,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292519,Imides and their derivatives; salts thereof (ex,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292520,Imines and their derivatives; salts thereof,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292610,Acrylonitrile,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292620,1-Cyanoguanidine (dicyanidiamide),3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292690,"Nitrile-function compounds, nes",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292700,"Diazo-, azo- or azoxy-compounds",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292800,Organic derivatives of hydrazine or of hydroxyi,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292910,Isocyanates,3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
292990,"Compounds with other nitrogen function, nes",3415,"Amine-function compounds; oxygen- function amino-compounds, except lysine and its esters and salts"
293010,Dithiocarbonates (xanthates),3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293020,Thiocarbamates and dithiocarbamates,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293030,"Thiuram mono-, di- or tetrasulphides",3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293040,Methionine,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293090,"Other organo-sulphur compounds, nes",3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293100,Other organo-inorganic compounds,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293211,Tetrahydrofuran,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293212,2-Furaldehyde (furfuraldehyde),3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293219,Compounds containing an unfused furan ring in t,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293221,"Coumarin, methylcoumarins and ethylcoumarins",3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293229,"Lactones, nes",3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293290,Heterocyclic compounds with oxygen hetero-atom(,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293311,Phenazone (antipyrin) and its derivatives,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293319,Compounds containing an unfused pyrazole ring i,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293321,Hydantoin and its derivatives,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293329,Compounds containing an unfused imidazole ring,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293331,Pyridine and its salts,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293339,Compounds containing an unfused pyridine ring i,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293340,Compounds with quinoline or isoquinoline ring-s,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293351,Malonylurea (barbituric acid) and its derivativ,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293359,Compounds with pyrimidine or piperazine ring; n,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293361,Melamine,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293369,Compounds containing an unfused triazine ring i,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293371,6-Hexanelactam (epsilon-caprolactam),3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293379,Lactams (excl. epsilon-caprolactam),3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293390,Heterocyclic compounds with nitrogen hetero-ato,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293410,Compounds containing an unfused thiazole ring i,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293420,Compounds containing a benzothiazole ring-syste,3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293430,Compounds containing a phenothiazine ring-syste,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293490,"Other heterocyclic compounds, nes",3416,Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.
293500,Sulphonamides,3523,"Lactones n.e.c., heterocyclic compounds with nitrogen hetero- atom(s) only, containing an"
293610,"Provitamins, unmixed",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293621,"Vitamins A and their derivatives, unmixed",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293622,"Vitamin B1 and its derivatives, unmixed",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293623,"Vitamin B2 and its derivatives, unmixed",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293624,D- or DL- Pantothenic acid (Vitamin B3 or B5) a,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293625,"Vitamin B6 and its derivatives, unmixed",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293626,"Vitamin B12 and its derivatives, unmixed",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293627,"Vitamin C and its derivatives, unmixed",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293628,"Vitamin E and its derivatives, unmixed",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293629,"Other vitamins and their derivatives, unmixed,",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293690,"Other vitamines (incl. natural concentrates), n",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293710,"Pituitary (anterior) or similar hormones, and t",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293721,"Cortisone, hydrocortisone... and predisolone (d",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293722,Halogenated derivatives of adrenal cortical hor,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293729,Adrenal cortical hormones and their derivatives,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293791,Insulin and its salts,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293792,Oestrogens and progestogens,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293799,"Other hormones and derivatives, nes; other ster",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293810,Rutoside (rutin) and its derivatives,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293890,"Glycosides and their salts, ethers, esters and",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293910,Alkaloids of opium and their derivatives; salts,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293921,Quinine and its salts,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293929,Other alkaloids of cinchona and their derivativ,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293930,Caffeine and its salts,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293940,Ephedrines and their salts,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293950,Theophylline and aminophylline and derivatives,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293960,Alkaloids of rye ergot and their derivatives; s,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293970,Nicotine and its salts,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
293990,"Other vegetable alkaloids and their salts, etc;",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
294000,"Sugars, pure (excl. glucose, etc); sugar ethers",3524,"Sugars, chemically pure, n.e.c.; sugar ethers and sugar esters and their salts n.e.c."
294110,Penicillins and derivatives with a penicillanic,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
294120,Streptomycins and their derivatives; salts ther,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
294130,Tetracyclines and their derivatives; salts ther,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
294140,Chloramphenicol and its derivatives; salts ther,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
294150,Erythromycin and its derivatives; salts thereof,3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
294190,"Other antibiotics, nes",3525,"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids"
294200,"Other organic compounds, nes",3417,"Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated,"
300110,"Glands and other organs, dried",3529,Other pharmaceutical products or articles for medical or surgical purposes
300120,Extracts of glands or other organs or of their,3529,Other pharmaceutical products or articles for medical or surgical purposes
300190,"Substances of human or animal origin, for proph",3529,Other pharmaceutical products or articles for medical or surgical purposes
300210,Antisera and other blood fractions,3529,Other pharmaceutical products or articles for medical or surgical purposes
300220,Vaccines for human medicine,3529,Other pharmaceutical products or articles for medical or surgical purposes
300231,Vaccines against foot-and-mouth disease,3529,Other pharmaceutical products or articles for medical or surgical purposes
300239,Other vaccines for veterinary medicine (excl. f,3529,Other pharmaceutical products or articles for medical or surgical purposes
300290,Human and animal blood; microbial cultures; tox,3529,Other pharmaceutical products or articles for medical or surgical purposes
300310,Medicaments of penicillins... or streptomycins.,3526,"Medicaments, for therapeutic or prophylactic uses"
300320,"Medicaments of other antibiotics, not for retai",3526,"Medicaments, for therapeutic or prophylactic uses"
300331,"Medicaments of insulin, not for retail sale",3526,"Medicaments, for therapeutic or prophylactic uses"
300339,"Medicaments of other hormones, not for retail s",3526,"Medicaments, for therapeutic or prophylactic uses"
300340,Medicaments of alkaloids or derivatives thereof,3526,"Medicaments, for therapeutic or prophylactic uses"
300390,"Other medicaments with >=2 constituents, not fo",3526,"Medicaments, for therapeutic or prophylactic uses"
300410,Medicaments of penicillins... or streptomycins.,3526,"Medicaments, for therapeutic or prophylactic uses"
300420,"Medicaments of other antibiotics, for retail sa",3526,"Medicaments, for therapeutic or prophylactic uses"
300431,"Medicaments of insulin, for retail sale",3526,"Medicaments, for therapeutic or prophylactic uses"
300432,"Medicaments of adrenal cortical hormones, for r",3526,"Medicaments, for therapeutic or prophylactic uses"
300439,"Medicaments of other hormones, for retail sale,",3526,"Medicaments, for therapeutic or prophylactic uses"
300440,Medicaments of alkaloids or derivatives thereof,3526,"Medicaments, for therapeutic or prophylactic uses"
300450,Other medicaments of vitamins or other products,3526,"Medicaments, for therapeutic or prophylactic uses"
300490,"Other medicaments of mixed or unmixed products,",3526,"Medicaments, for therapeutic or prophylactic uses"
300510,"Adhesive dressings..., for medical... purposes",3529,Other pharmaceutical products or articles for medical or surgical purposes
300590,"Wadding, gauze, etc with pharmaceutical substan",3529,Other pharmaceutical products or articles for medical or surgical purposes
300610,Materials for surgical sutures; laminaria ; abs,3529,Other pharmaceutical products or articles for medical or surgical purposes
300620,Blood-grouping reagents,3529,Other pharmaceutical products or articles for medical or surgical purposes
300630,Opacifying preparations for X-ray examinations;,3529,Other pharmaceutical products or articles for medical or surgical purposes
300640,Dental cements and other dental fillings; bone,3529,Other pharmaceutical products or articles for medical or surgical purposes
300650,First-aid boxes and kits,3529,Other pharmaceutical products or articles for medical or surgical purposes
300660,Chemical contraceptive preparations based on ho,3529,Other pharmaceutical products or articles for medical or surgical purposes
310100,Animal or vegetable fertilizers,34616,Animal or vegetable fertilizers
310210,Urea,34613,"Nitrogenous fertilizers, mineral or chemical"
310221,Ammonium sulphate,34613,"Nitrogenous fertilizers, mineral or chemical"
310229,Double salts and mixtures of ammonium sulphate,34613,"Nitrogenous fertilizers, mineral or chemical"
310230,Ammonium nitrate,34613,"Nitrogenous fertilizers, mineral or chemical"
310240,Mixtures of ammonium nitrate with inorganic non,34613,"Nitrogenous fertilizers, mineral or chemical"
310250,Sodium nitrate,34617,Sodium nitrate
310260,Double salts and mixtures of calcium nitrate an,34613,"Nitrogenous fertilizers, mineral or chemical"
310270,Calcium cyanamide,34613,"Nitrogenous fertilizers, mineral or chemical"
310280,Mixtures of urea and ammonium nitrate in aqueou,34613,"Nitrogenous fertilizers, mineral or chemical"
310290,"Mineral or chemical fertilizers, nitrogenous ,",34613,"Nitrogenous fertilizers, mineral or chemical"
310310,Superphosphates,34614,"Phosphatic fertilizers, mineral or chemical"
310320,Basic slag,34614,"Phosphatic fertilizers, mineral or chemical"
310390,"Mineral or chemical fertilizers, phosphatic, ne",34614,"Phosphatic fertilizers, mineral or chemical"
310410,"Carnallite, sylvite and other Crude natural pot",1611,"Natural calcium phosphates, natural aluminum calcium phosphates and"
310420,Potassium chloride,34615,"Potassic fertilizers, mineral or chemical (except carnallite, sylvite"
310430,Potassium sulphate,34615,"Potassic fertilizers, mineral or chemical (except carnallite, sylvite"
310490,"Mineral or chemical fertilizers, potassic, nes",34615,"Potassic fertilizers, mineral or chemical (except carnallite, sylvite"
310510,Fertilizers... in packages of a gross weight =<,34619,Fertilizers n.e.c.
310520,"Mineral or chemical fertilizers with nitrogen,",34619,Fertilizers n.e.c.
310530,Diammonium hydrogenorthophosphate (diammonium p,34619,Fertilizers n.e.c.
310540,Ammonium dihydrogenorthophosphate (monoammonium,34619,Fertilizers n.e.c.
310551,Mineral or chemical fertilizers containing nitr,34619,Fertilizers n.e.c.
