HS 2007 Product Code,HS 2007 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
060220,"Trees, shrubs & bushes, grafted/not, of kinds which bear edible fruit/nuts, incl. their roots",060220,"Trees,shrubs,bushes,grafted or not,of kinds whi"
060230,"Rhododendrons & azaleas, grafted/not. incl. their roots",060230,Rhododendrons and azaleas
060240,"Roses, grafted/not, incl. their roots",060240,Roses
060290,"Live plants, n.e.s., incl. their roots; mushroom spawn",060299,"Other live plants, nes"
060311,Fresh roses,060310,Fresh cut flowers and buds
060312,Fresh carnations,060310,Fresh cut flowers and buds
060313,Fresh orchids,060310,Fresh cut flowers and buds
060314,Fresh chrysanthemums,060310,Fresh cut flowers and buds
060319,"Cut flowers & flower buds of a kind suit. for bouquets/ornamental purposes(excl. of 0603.11-0603.14), fresh",060310,Fresh cut flowers and buds
060390,"Cut flowers & flower buds of a kind suit. for bouquets/ornamental purposes, dried/dyed/bleached/impregnated/othw. prepared",060390,"Dried, dyed, bleached or otherwise prepared cut"
060410,Mosses & lichens,060410,"Moses and lichens for ornamental purposes, fres"
060491,"Foliage, branches & other parts of plants, without flowers/flower buds, & grasses, mosses & lichens, being goods of a kind suit. for bouquets/ornamental purposes, fresh",060491,"Fresh parts of plants, without flowers or buds,"
060499,"Foliage, branches & other parts of plants, without flowers/flower buds/grasses (excl. of 0604.10), being goods of a kind suitable for bouquets/ornamental purposes, dried/dyed/bleached/impregnated/othw. prepared",060499,"Parts of plants, without flowers or buds, for o"
070110,"Seed potatoes, fresh/chilled",070110,Seed potatoes
070190,"Potatoes other than seed potatoes, fresh/chilled",070190,"Other potatoes, fresh or chilled"
070200,"Tomatoes, fresh/chilled",070200,"Tomatoes, fresh or chilled"
070310,"Onions & shallots, fresh/chilled",070310,"Onions and shallots, fresh or chilled"
070320,"Garlic, fresh/chilled",070320,"Garlic, fresh or chilled"
070390,"Leeks & other alliaceous vegetables, fresh/chilled",070390,"Leeks and other alliaceous vegetables, nes"
070410,"Cauliflowers & headed broccoli, fresh/chilled",070410,"Cauliflowers and headed broccoli, fresh or chil"
070420,"Brussels sprouts, fresh/chilled",070420,"Brussels sprouts, fresh or chilled"
070490,"Cabbages, kohlrabi, kale & similar edible brassicas (excl. cauliflowers, headed broccoli & Brussels sprouts), fresh/chilled",070490,"White and red cabbages, kohlrabi, kale...etc, f"
070511,"Cabbage lettuce (head lettuce), fresh/chilled",070511,"Cabbage lettuce, fresh or chilled"
070519,Lettuce (Lactuca sativa) (excl. cabbage lettuce) fresh/chilled,070519,"Lettuce, fresh or chilled, (excl. cabbage lettu"
070521,"Witloof chicory (Cichorium intybus var. foliosum), fresh/chilled",070521,"Witloof chicory, fresh or chilled"
070529,"Chicory (excl. witloof chicory), fresh/chilled",070529,"Chicory, fresh or chilled, (excl. witloof)"
070610,"Carrots & turnips, fresh/chilled",070610,"Carrots and turnips, fresh or chilled"
070690,"Salad beetroot, salsify, celeriac, radishes & similar edible roots (excl. carrots & turnips), fresh/chilled",070690,Beetroot...radishes and other similar edible ro
070700,"Cucumbers & gherkins, fresh/chilled",070700,"Cucumbers and gherkins, fresh or chilled"
070810,"Peas (Pisum sativum), shelled/unshelled, fresh/chilled",070810,"Peas, fresh or chilled"
070820,"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, fresh/chilled",070820,"Beans, fresh or chilled"
070890,"Leguminous vegetables (excl. of 0708.10 & 0708.20), shelled/unshelled, fresh/chilled",070890,"Leguminous vegetables, fresh or chilled, nes"
070920,"Asparagus, fresh/chilled",070920,"Asparagus, fresh or chilled"
070930,"Aubergines (egg-plants), fresh/chilled",070930,"Aubergines, fresh or chilled"
070940,"Celery (excl. celeriac), fresh/chilled",070940,"Celery, fresh or chilled"
070951,"Mushrooms of the genus Agaricus, fresh/chilled",070951,"Mushrooms, fresh or chilled"
070959,"Mushrooms&truffles (excl. of 0709.51), fresh/chilled",070951,"Mushrooms, fresh or chilled"
070960,"Fruits of the genera Capsicum/Pimenta, fresh/chilled",070960,"Fruits of genus Capiscum or Pimenta, fresh or c"
070970,"Spinach, New Zealand spinach & orache spinach (garden spinach), fresh/chilled",070970,"Spinach, fresh or chilled"
070990,"Vegetables,n.e.s. in 07.01-07.09, fresh/chilled",070990,"Other vegetables, fresh or chilled, nes"
071010,"Potatoes, uncooked/cooked by steaming/boiling in water, frozen",071010,"Potatoes, frozen"
071021,"Peas (Pisum sativum), shelled/unshelled, uncooked/cooked by steaming/boiling in water, frozen",071021,"Shelled or unshelled peas, frozen"
071022,"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, uncooked/cooked by steaming/boiling in water, frozen",071022,"Shelled or unshelled beans, frozen"
071029,"Leguminous vegetables (excl. of 0710.21 & 0710.22), shelled/unshelled, uncooked/cooked by steaming/boiling in water, frozen",071029,"Leguminous vegetables, shelled or unshelled, fr"
071030,"Spinach, New Zealand spinach & orache spinach (garden spinach), uncooked/cooked by steaming/boiling in water, frozen",071030,"Spinach, frozen"
071040,"Sweet corn, uncooked/cooked by steaming/boiling in water, frozen",071040,"Sweet corn, frozen"
071080,"Vegetables, n.e.s., uncooked/cooked by steaming/boiling in water, frozen",071080,"Vegetables, frozen, nes"
071090,"Mixtures of vegetables, uncooked/cooked by steaming/boiling in water, frozen",071090,"Mixtures of vegetables, frozen"
071120,"Olives, provisionally preserved",071120,"Olives provisionally preserved, not for immedia"
071140,"Cucumbers & gherkins, provisionally preserved",071140,Cucumbers and gherkins provisionally preserved
071151,"Mushrooms of the genus Agaricus, provisionally preserved",071190,Other vegetables and  mixture of vegetables pro
071159,"Mushrooms other than of the genus Agaricus, provisionally preserved",071190,Other vegetables and  mixture of vegetables pro
071190,"Vegetables (excl. olives/cucumbers & gherkins/mushrooms & truffles)&mixtures of vegetables provisionally preserved , but unsuitable in that state for immediate consumption",071110,"Onions provisionally preserved, not for immedia"
071220,"Onions, dried, whole/cut/sliced/broken/in powder but not further prepared",071220,Dried onions
071231,"Mushrooms of the genus Agaricus, dried, whole/cut/sliced/broken/in powder but not further prepared",071230,Dried mushrooms and truffles
071232,"Wood ears (Auricularia spp.), dried, whole/cut/sliced/broken/in powder but not further prepared",071230,Dried mushrooms and truffles
071233,"Jelly fungi (Tremella spp.), dried, whole/cut/sliced/broken/in powder but not further prepared",071230,Dried mushrooms and truffles
071239,"Mushrooms (excl. of 0712.31-0712.33) & truffles, dried, whole/cut/sliced/broken/in powder but not further prepared",071230,Dried mushrooms and truffles
071290,"Dried vegetables, n.e.s.; mixtures of dried vegetables, whole/cut/sliced/broken/in powder but not further prepared",071290,"Dried vegetables, nes"
071310,"Peas (Pisum sativum), dried, shelled, whether/not skinned/split",071310,"Dried peas, shelled"
071320,"Chickpeas (garbanzos), dried, shelled, whether/not skinned/split",071320,"Dried chickpeas, shelled"
071331,"Beans of the species Vigna mungo (L.)/Hepper/Vigna radiata (L.) Wilczek, dried, shelled, whether/not skinned/split",071331,"Dried beans, shelled"
071332,"Small red (Adzuki) beans (Phaseolus/Vigna angularis), dried, shelled, whether/not skinned/split",071332,"Dried adzuki beans, shelled"
071333,"Kidney beans, incl. white pea beans (Phaseolus vulgaris), dried, shelled, whether/not skinned/split",071333,"Dried kidney beans, incl. white pea beans, shel"
071339,"Beans (Vigna spp., Phaseolus spp. (excl. of 0713.31-0713.33)), dried, shelled, whether/not skinned/split",071339,"Dried beans, shelled, nes"
071340,"Lentils, dried, shelled, whether/not skinned/split",071340,"Dried lentils, shelled"
071350,"Broad beans (Vicia faba var. major) & horse beans (Vicia faba var. equina/var. minor), dried, shelled, whether/not skinned/split",071350,"Dried broad beans and horse beans, shelled"
071390,"Dried leguminous vegetables, n.e.s., shelled, whether/not skinned/split",071390,"Dried leguminous vegetables, shelled, nes"
071410,Manioc (cassava),071410,"Manioc, fresh or dried"
071420,Sweet potatoes,071420,"Sweet potatoes, fresh or dried"
071490,"Arrowroot, salep, Jerusalem artichokes & similar roots & tubers with high starch/inulin content, n.e.s., fresh/chilled/frozen/dried, whether/not sliced/in the form of pellets; sago pith",071490,"Roots and tubers with high starch content, fres"
080111,"Coconuts, desiccated",080110,"Coconuts, fresh or dried"
080119,"Cocunuts, other than desiccated",080110,"Coconuts, fresh or dried"
080121,"Brazil nuts, in shell",080120,"Brazil nuts, fresh or dried"
080122,"Brazil nuts, shelled",080120,"Brazil nuts, fresh or dried"
080131,"Cashew nuts, in shell",080130,"Cashew nuts, fresh or dried"
080132,"Cashew nuts, shelled",080130,"Cashew nuts, fresh or dried"
080211,"Almonds, in shell",080211,"Almonds in shell, fresh or dried"
080212,"Almonds, shelled",080212,"Almonds without shells, fresh or dried"
080221,"Hazelnuts/filberts (Corylus spp.), in shell",080221,"Hazlenuts in shell, fresh or dried"
080222,"Hazelnuts/filberts (Corylus spp.), shelled",080222,"Hazlenuts without shells, fresh or dried"
080231,"Walnuts, in shell",080231,"Walnuts in shell, fresh or dried"
080232,"Walnuts, shelled",080232,"Walnuts without shells, fresh or dried"
080240,Chestnuts (Castanea spp.),080240,"Chestnuts, fresh or dried"
080250,Pistachios,080250,"Pistachio, fresh or dried"
080260,Macadamia nuts,080290,"Other nuts, fresh or dried, nes"
080290,"Nuts, n.e.s. in 08.01 & 08.02, fresh/dried, whether/not shelled/peeled",080290,"Other nuts, fresh or dried, nes"
080300,"Bananas, incl. plantains, fresh/dried",080300,"Bananas, including plantains, fresh or dried"
080410,"Dates, fresh/dried",080410,"Dates, fresh or dried"
080420,"Figs, fresh/dried",080420,"Figs, fresh or dried"
080430,"Pineapples, fresh/dried",080430,"Pineapples, fresh or dried"
080440,"Avocados, fresh/dried",080440,"Avocados, fresh or dried"
080450,"Guavas, mangoes & mangosteens, fresh/dried",080450,"Guavas, mangoes and mangosteens, fresh or dried"
080510,"Oranges, fresh/dried",080510,"Oranges, fresh or dried"
080520,"Mandarins, incl. tangerines & satsumas; clementines, wilkings & similar citrus hybrids, fresh/dried",080520,"Mandarins, clementines, wilkings...etc, fresh o"
080540,"Grapefruit, fresh/dried",080540,"Grapefruit, fresh or dried"
080550,"Lemons (Citrus limon/limonum) & limes (Citrus aurantifolia/latifolia), fresh/dried",080530,"Lemons and limes, fresh or dried"
080590,"Citrus fruit (excl. of 0805.10-0805.50), fresh/dried",080590,"Citrus fruit, fresh or dried, nes"
080610,"Grapes, fresh",080610,Fresh grapes
080620,"Grapes, dried",080620,Dried grapes
080711,"Watermelons, fresh",080710,"Melons and watermelons, fresh"
080719,"Melons (excl. watermelons), fresh",080710,"Melons and watermelons, fresh"
080720,"Papaws (papayas), fresh/dried",080720,"Papaws (papayas), fresh"
080810,"Apples, fresh",080810,"Apples, fresh"
080820,"Pears & quinces, fresh",080820,"Pears and quinces, fresh"
080910,"Apricots, fresh",080910,"Apricots, fresh"
080920,"Cherries, fresh",080920,"Cherries, fresh"
080930,"Peaches, incl. nectarines, fresh",080930,"Peaches, including nectarines, fresh"
080940,"Plums & sloes, fresh",080940,"Plums and sloes, fresh"
081010,"Strawberries, fresh",081010,"Strawberries, fresh"
081020,"Raspberries, blackberries, mulberries & loganberries, fresh",081020,"Raspberries, blackberries, mulberries and logan"
081040,"Cranberries, bilberries & other fruits of the genus Vaccinium, fresh",081040,"Cranberries, milberries...etc, fresh"
081050,"Kiwifruit, fresh",081090,"Other fruit, fresh, nes"
081060,"Durians, fresh",081090,"Other fruit, fresh, nes"
081090,"Fresh fruit, n.e.s. in Ch. 8",081090,"Other fruit, fresh, nes"
081110,"Strawberries, uncooked/cooked by steaming/boiling in water, frozen, whether/not containing added sugar/other sweetening matter",081110,"Strawberries, frozen"
081120,"Raspberries, blackberries, mulberries, loganberries, black/white/red currants & gooseberries, uncooked/cooked by steaming/boiling in water, frozen, whether/not containing added sugar/other sweetening matter",081120,"Raspberries, blackberries...etc, frozen"
081190,"Fruit & nuts, n.e.s., uncooked/cooked by steaming/boiling in water, frozen, whether/not containing added sugar/other sweetening matter",081190,"Other fruit and nuts, frozen, nes"
081210,"Cherries, provisionally preserved but unsuit. in that state for immediate consumption",081210,"Cherries, provisionally preserved, not for imme"
081290,"Fruit (excl. cherries) & nuts, provisionally preserved but unsuit. in that state for immediate consumption",081220,"Strawberries, provisionally preserved, not for"
081310,"Apricots, dried",081310,Dried apricots
081320,"Prunes, dried",081320,Dried prunes
081330,"Apples, dried",081330,Dried apples
081340,Dried fruit (excl. of 08.01-08.06 & 0813.10-0813.30),081340,"Other dried fruit, nes"
081350,Mixtures of nuts/dried fruits of Ch.8,081350,"Mixtures of dried fruit and nuts, nes"
081400,"Peel of citrus fruit/melons, incl. watermelons, fresh/frozen/dried/provisionally preserved in brine/sulphur water/other preservative solutions",081400,"Peel of citrus fruit or melons, fresh, frozen,"
090111,"Coffee, not roasted, not decaffeinated",090111,"Coffee, not roasted or decaffeinated"
090112,"Coffee, not roasted, decaffeinated",090112,"Decaffeinated coffee, not roasted"
090121,"Coffee, roasted, not decaffeinated",090121,"Roasted coffee, not decaffeinated"
090122,"Coffee, roasted, decaffeinated",090122,"Roasted, decaffeinated coffee"
090190,Coffee husks & skins; coffee substitutes containing coffee in any proportion,090140,Coffee substitutes containing coffee
090210,"Tea, green (not fermented), whether/not flavoured, in immediate packings of a content not >3kg",090210,Green tea in immediate packings
090220,"Tea, green (not fermented), whether/not flavoured, in immediate packings of a content >3kg",090220,"Green tea, nes"
090230,"Tea, black (fermented) & partly fermented tea, whether/not flavoured, in immediate packings of a content not >3kg",090230,Black tea (fermented) and partly fermented tea
090240,"Tea, black (fermented) & partly fermented tea, whether/not flavoured, in immediate packings of a content >3kg",090240,"Black tea (fermented) and partly fermented tea,"
090300,MatT,090300,Mate
090411,"Pepper (genus Piper), neither crushed/ground",090411,Dried pepper (excl. crushed or ground)
090412,"Pepper (genus Piper), crushed/ground",090412,"Pepper, crushed or ground"
090420,"Fruits of the genera Capsicum/Pimenta, dried/crushed/ground",090420,"Fruits of genus Capiscum or Pimenta, dried, cru"
090500,Vanilla,090500,Vanilla
090611,"Cinnamon(Cinnamomum zeylanicum Blume) & cinnamon-tree flowers, neither crushed/ground",090610,"Cinnamon and cinnamon-tree flowers, neither cru"
090619,"Cinnamon(excl. of  0906.11) & cinnamon-tree flowers, neither crushed/ground",090610,"Cinnamon and cinnamon-tree flowers, neither cru"
