HS 1988/92 Product Code,HS 1988/92 Product Description,CCCN Product Code,CCCN Product Description
930320,Shotguns incl combination shotgun-rifles sporti,9304,Non-military firearms
930330,"Rifles, sporting, hunting or target-shooting, n",9304,Non-military firearms
930390,Firearms&similar devices operated by the firing,9304,Non-military firearms
930400,"Arms nes, excluding those of heading No 93.07",9305,"Airguns,truncheons,etc"
930510,Parts and accessories of revolvers or pistols o,9306,Parts of arms nes
930521,Shotgun barrels of heading No 93.03,9306,Parts of arms nes
930529,"Parts and accessories of shotguns or rifles, ne",9306,Parts of arms nes
930590,Parts and accessories nes of heading Nos 93.01,9306,Parts of arms nes
930610,Cartridges for riveting or sim tools or for cap,9307B,Ammunition nes
930621,"Cartridges, shotgun",9307A,"Hunting,sporting ammunition"
930629,Air gun pellets and parts of shotgun cartridges,9307A,"Hunting,sporting ammunition"
930630,Cartridges nes and parts thereof,9307A,"Hunting,sporting ammunition"
930690,Munitions of war&pts thereof and oth ammunition,9307B,Ammunition nes
930700,"Swords,cutlasses,bayonets,lances&sim arms&parts",9301,Sidearms and parts nes
940110,"Seats, aircraft",9401A,Chairs and other seats
940120,"Seats, motor vehicles",9401A,Chairs and other seats
940130,Swivel seats and variable height adjustment oth,9401A,Chairs and other seats
940140,Seats excluding garden seats or camping equipme,9401A,Chairs and other seats
940150,"Seats of cane, osier, bamboo or similar materia",9401A,Chairs and other seats
940161,"Seats with wooden frames,upholstered nes",9401A,Chairs and other seats
940169,"Seats with wooden frames, nes",9401A,Chairs and other seats
940171,"Seats with mtl frames,upholstered nes,oth than",9401A,Chairs and other seats
940179,"Seats with metal frames, nes, other than those",9401A,Chairs and other seats
940180,"Seats nes, other than those of heading No 94.02",9401A,Chairs and other seats
940190,Parts of seats other than those of heading No 9,9401B,Parts nes of chairs etc
940210,"Dentists', barbers' or similar chairs and parts",9402,"Medical furniture,parts"
940290,"Medical, surgical, dental or veterinary furnitu",9402,"Medical furniture,parts"
940310,"Office furniture, metal, nes",9403A,Metal furniture nes
940320,"Furniture, metal, nes",9403A,Metal furniture nes
940330,"Office furniture, wooden, nes",9403B,Wood  furniture nes
940340,"Kitchen furniture, wooden, nes",9403B,Wood  furniture nes
940350,"Bedroom furniture, wooden, nes",9403B,Wood  furniture nes
940360,"Furniture, wooden, nes",9403B,Wood  furniture nes
940370,"Furniture, plastic, nes",9403C,"Othr furniture,furniture parts nes"
940380,"Furniture of oth materials,including cane,osier",9403C,"Othr furniture,furniture parts nes"
940390,Furniture parts nes,9403C,"Othr furniture,furniture parts nes"
940410,Mattress supports,9404,Articles of bedding
940421,"Mattresses of cellular rubber or plastics, whet",9404,Articles of bedding
940429,Mattresses fitted with springs or stuffed or in,9404,Articles of bedding
940430,Sleeping bags,9404,Articles of bedding
940490,"Articles of bedding/furnishing, nes, stuffed or",9404,Articles of bedding
940510,Chandeliers & other electric ceiling or wall li,8307,"Lamps,fittings base metal"
940520,"Electric table, desk, bedside or floor-standing",8307,"Lamps,fittings base metal"
940530,Lighting sets of a kind used for Christmas tree,9705,"Carnival articles, entertainment articles"
940540,"Electric lamps and lighting fittings, nes",8307,"Lamps,fittings base metal"
940550,Non-electrical lamps and lighting fittings,8307,"Lamps,fittings base metal"
940560,"Illuminated signs, illuminated name-plates and",7014,Illuminating glassware
940591,Lamps and lighting fittings parts of glass,7014,Illuminating glassware
940592,Lamps and lighting fittings parts of plastics,3907F,Plastic electric lighting articles
940599,"Lamps and lighting fittings, parts of nes",7014,Illuminating glassware
940600,Prefabricated buildings,4423,Builders' carpentry and joinery
950100,Wheeled toys designed to be ridden by children,9701,Large size wheeled toys
950210,"Dolls, whether or not dressed, representing onl",9702,Dolls
950291,Garments and access therefor footwear&headgear,9702,Dolls
950299,"Parts and accessories nes, for dolls representi",9702,Dolls
950310,"Electric trains, incl tracks, signals and other",9703,Other toys
950320,"Reduced-size (scale) model assembly kits, exclu",9703,Other toys
950330,"Construction sets and constructional toys, nes",9703,Other toys
950341,Stuffed toys representing animals or non-human,9703,Other toys
950349,Toys nes representing animals or non-human crea,9703,Other toys
950350,Toy musical instruments and apparatus,9703,Other toys
950360,Puzzles,9703,Other toys
950370,"Toys, put up in sets or outfits",9703,Other toys
950380,"Toys and models, incorporating a motor",9703,Other toys
950390,Toys nes,9703,Other toys
950410,Video games of a kind used with a television re,9704,Equipment for funfair games
950420,Articles and accessories for billiards,9704,Equipment for funfair games
950430,"Games, coin or disc-operated, other than bowlin",9704,Equipment for funfair games
950440,Playing cards,9704,Equipment for funfair games
950490,"Art.funfair,games tab/parlour,pintab,sp tab cas",9704,Equipment for funfair games
950510,Articles for Christmas festivities,9705,"Carnival articles, entertainment articles"
950590,"Festive,carnival or oth entertainment art incl",9705,"Carnival articles, entertainment articles"
950611,Snow-skis,9706,Appliances for gymnastics
950612,Snow-ski-fastenings (ski-bindings),9706,Appliances for gymnastics
950619,Snow-ski equipment nes,9706,Appliances for gymnastics
950621,Sailboards,9706,Appliances for gymnastics
950629,"Water-skis, surf-boards and other water-sport e",9706,Appliances for gymnastics
950631,"Golf clubs, complete",9706,Appliances for gymnastics
950632,Golf balls,9706,Appliances for gymnastics
950639,Golf equipment nes,9706,Appliances for gymnastics
950640,Articles and equipment for table-tennis,9706,Appliances for gymnastics
950651,"Lawn-tennis rackets, whether or not strung",9706,Appliances for gymnastics
950659,"Badminton or similar rackets, whether or not st",9706,Appliances for gymnastics
950661,Lawn-tennis balls,9706,Appliances for gymnastics
950662,Inflatable balls,9706,Appliances for gymnastics
950669,Balls nes,9706,Appliances for gymnastics
950670,"Ice skates and roller skates,including skating",9706,Appliances for gymnastics
950691,Articles and equipment for general physical exe,9704,Equipment for funfair games
950699,Art.&equip for sports&outdoor games nes&swimmin,9706,Appliances for gymnastics
950710,Fishing rods,9707,"Fish-hooks, line fishing rods and tackle"
950720,"Fish-hooks, whether or not snelled",9707,"Fish-hooks, line fishing rods and tackle"
950730,Fishing reels,9707,"Fish-hooks, line fishing rods and tackle"
950790,"Line fish tackle nes,f/landing,b/f&sim nets,dec",9707,"Fish-hooks, line fishing rods and tackle"
950800,"Rndabts,swings,shoot galleries,fairgrnd amuseme",9708,"Roundabouts, swings, shooting galleries, etc"
960110,Worked ivory and articles of ivory,9505,Worked horn and other animal carving material
960190,"Animal carving material (o/t ivory), and articl",9505,Worked horn and other animal carving material
960200,"Wkd veg/mineral carving mat&art, carved art nes",9508,"Moulded or carved articles of wax of stearin, etc"
960310,Brooms/brushes of twigs or oth veg mat bound to,9601,Brushes brooms mops etc
960321,"Tooth brushes, including dental-plate brushes",9601,Brushes brooms mops etc
960329,"Shaving, hair, nail, eyelash and oth toilet bru",9601,Brushes brooms mops etc
960330,"Artists', writing and similar brushes for the a",9601,Brushes brooms mops etc
960340,"Paint, distemper, varnish or similar brushes ne",9601,Brushes brooms mops etc
960350,"Brushes nes, constituting parts of machines, ap",9601,Brushes brooms mops etc
960390,Hand-operated mechanical floor sweepers; prepar,9601,Brushes brooms mops etc
960400,Hand sieves and hand riddles,9606,Hand sieves and hand riddles
960500,"Travel sets for personal toilet, sewing or shoe",4202B,"Travel gds,toilet-cases"
960610,"Press-fasteners, snap-fasteners and press-studs",9801,"Buttons,studs,etc"
960621,"Buttons of plastics, not covered with textile m",9801,"Buttons,studs,etc"
960622,"Buttons of base metal, not covered with textile",9801,"Buttons,studs,etc"
960629,"Buttons, nes",9801,"Buttons,studs,etc"
960630,Button moulds and other parts of button; button,9801,"Buttons,studs,etc"
960711,Slide fasteners fitted with chain scoops of bas,9802,Slide fasteners and parts thereof
960719,"Slide fasteners, nes",9802,Slide fasteners and parts thereof
960720,Parts of slide fasteners,9802,Slide fasteners and parts thereof
960810,Ball point pens,9803,"Fountain pens,etc"
960820,Felt tipped and other porous-tipped pens and ma,9803,"Fountain pens,etc"
960831,Indian ink drawing pens,9803,"Fountain pens,etc"
960839,"Fountain pens, stylograph pens and oth pens, o/",9803,"Fountain pens,etc"
960840,Propelling or sliding pencils,9803,"Fountain pens,etc"
960850,Sets of art. from 2 or >of foregoing subheading,9803,"Fountain pens,etc"
960860,"Refills for ball point pens, comprising the bal",9803,"Fountain pens,etc"
960891,Pen nibs and nib points,9804,Pen nibs and nib points
960899,Duplicating stylos; pen/pencil holders; parts o,9803,"Fountain pens,etc"
960910,"Pencils and crayons, with leads encased in a ri",9805,"Pencils, crayons and pastels"
960920,"Pencil leads, black or coloured",9805,"Pencils, crayons and pastels"
960990,"Pastels, drawing charcoals, writing or drawing",9805,"Pencils, crayons and pastels"
961000,"Slates and boards,with writing or drawing surfa",9806,"Slates and boards, with writing or drawing surfaces"
961100,"Devices for printing or embossing labels, hand-",9807,"Date, sealing stamps for operating in the hand"
961210,"Typewriter or similar ribbons, prepared for giv",9808,"Typewriter and similar ribbons, etc"
961220,"Ink-pads, whether or not inked, with or without",9808,"Typewriter and similar ribbons, etc"
961310,"Pocket lighters, gas-fuelled, non-refillable",9810,Mechanical etc lighters
961320,"Pocket lighters, gas-fuelled, refillable",9810,Mechanical etc lighters
961330,Table lighters,9810,Mechanical etc lighters
961380,"Lighters, nes",9810,Mechanical etc lighters
961390,"Parts of lighters, other than flints and wicks",9810,Mechanical etc lighters
961410,"Roughly shpd blocks of wood or root,for the man",9811,Smoking pipes and parts
961420,Smoking pipes and pipe bowls,9811,Smoking pipes and parts
961490,"Cigar or cigarette holders and parts thereof, a",9811,Smoking pipes and parts
961511,"Combs, hair-slides and the like of hard rubber",9812,"Combs,hair-slides,etc"
961519,"Combs, hair-slides and the like of other materi",9812,"Combs,hair-slides,etc"
961590,"Hairpins, curling pins, hair-curlers and the li",9812,"Combs,hair-slides,etc"
961610,"Scent sprays and similar toilet sprays, and mou",9814,Scent etc toilet sprays
961620,Powder-puffs and pads for the application of co,9605,Pads for applying cosmetics
961700,Vacuum flasks/vacuum vessels complete w/cases;,9815,"Vacuum flasks,etc"
961800,Tailors' dummies/lay figures; automata and oth,9816,Tailors dummies and other lay figures
970110,"Paintings,drawings and pastels executed by hand",9901,"Paintings, drawing and pastels made by hand"
