HS 1996 Product Code,HS 1996 Product Description,CCCN Product Code,CCCN Product Description
580632,Other woven fabrics :-- Of man-made fibres,5805,Narrow woven fabrics
580639,Other woven fabrics :-- Of other textile materials,5805,Narrow woven fabrics
580640,Fabrics consisting of warp without weft assembled by means of an adhesive (bolducs),5805,Narrow woven fabrics
580710,Woven,5806,"Woven labels, not embroidered"
580790,Other,5902B,Felt and articles nes
580810,Braids in the piece,5807,"Chenille yarn, gimped yarn, braid etc"
580890,Other,5807,"Chenille yarn, gimped yarn, braid etc"
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading No. 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.",5202,Woven fabrics of metal thread
581010,Embroidery without visible ground,5810,"Embroidery, in the piece"
581091,Other embroidery :-- Of cotton,5810,"Embroidery, in the piece"
581092,Other embroidery :-- Of man-made fibres,5810,"Embroidery, in the piece"
581099,Other embroidery :-- Of other textile materials,5810,"Embroidery, in the piece"
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading No. 58.10.",5509B,Bleached cotton fabric nes
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like",5907,Textile fabrics coated with gum
590190,Other,5907,Textile fabrics coated with gum
590210,Of nylon or other polyamides,5911,Rubberised textile fabrics not knitted
590220,Of polyesters,5911,Rubberised textile fabrics not knitted
590290,Other,5911,Rubberised textile fabrics not knitted
590310,With polyvinyl chloride,5908,Textile fabrics coated with plastic
590320,With polyurethane,5908,Textile fabrics coated with plastic
590390,Other,5908,Textile fabrics coated with plastic
590410,Linoleum,5910,Linoleum etc textile based
590491,Other :-- With a base consisting of needleloom felt or nonwovens,5910,Linoleum etc textile based
590492,Other :-- With other textile base,5910,Linoleum etc textile based
590500,Textile wall coverings.,5908,Textile fabrics coated with plastic
590610,Adhesive tape of a width not exceeding 20 cm,5911,Rubberised textile fabrics not knitted
590691,Other :-- Knitted or crocheted,5911,Rubberised textile fabrics not knitted
590699,Other,5911,Rubberised textile fabrics not knitted
590700,"Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like.",5912,Textile fabrics otherwise impregnated
590800,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated.",5914,"Wicks, of woven or knitted textile"
590900,"Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials.",5915,Textile hosepiping and similar tubing
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material.",5916,"Transmission, conveyor belts or belting"
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narr",5917,"Textile articles, used in machinery or plant"
591120,"Bolting cloth, whether or not made up",5917,"Textile articles, used in machinery or plant"
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement) :-- Weighing less than 650 g/m2",5917,"Textile articles, used in machinery or plant"
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement) :-- Weighing 650 g/m2 or more",5917,"Textile articles, used in machinery or plant"
591140,"Straining cloth of a kind used in oil presses or the     like, including that of human hair",5917,"Textile articles, used in machinery or plant"
591190,Other,5917,"Textile articles, used in machinery or plant"
600110,Long pile fabrics,6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600121,Looped pile fabrics :-- Of cotton,6001B,Other knitted etc fabrics nonelastic -- of cotton
600122,Looped pile fabrics :-- Of man-made fibres,6001B,Other knitted etc fabrics nonelastic -- of cotton
600129,Looped pile fabrics :-- Of other textile materials,6001B,Other knitted etc fabrics nonelastic -- of cotton
600191,Other :-- Of cotton,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600192,Other :-- Of man-made fibres,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600199,Other :-- Of other textile materials,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600210,"Of a width not exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread",6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600220,"Other, of a width not exceeding 30 cm",6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600230,"Of a width exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread",6001B,Other knitted etc fabrics nonelastic -- of cotton
600241,"Other fabrics, warp knit (including those made on galloon knitting machines) :-- Of wool or fine animal hair",6001D,Other knitted etc fabrics nonelastic -- of regenerated fibres
600242,"Other fabrics, warp knit (including those made on galloon knitting machines) :-- Of cotton",6001D,Other knitted etc fabrics nonelastic -- of regenerated fibres
600243,"Other fabrics, warp knit (including those made on galloon knitting machines) :-- Of man-made fibres",6001D,Other knitted etc fabrics nonelastic -- of regenerated fibres
600249,"Other fabrics, warp knit (including those made on galloon knitting machines) :-- Other",6001D,Other knitted etc fabrics nonelastic -- of regenerated fibres
600291,Other :-- Of wool or fine animal hair,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600292,Other :-- Of cotton,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600293,Other :-- Of man-made fibres,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600299,Other,6001E,Other knitted etc fabrics nonelastic -- of other fibres
610110,Of wool or fine animal hair,6005O,"Outerwear,accessories,nes -- other fibres"
610120,Of cotton,6005O,"Outerwear,accessories,nes -- other fibres"
610130,Of man-made fibres,6005O,"Outerwear,accessories,nes -- other fibres"
610190,Of other textile materials,6005O,"Outerwear,accessories,nes -- other fibres"
610210,Of wool or fine animal hair,6005O,"Outerwear,accessories,nes -- other fibres"
610220,Of cotton,6005O,"Outerwear,accessories,nes -- other fibres"
610230,Of man-made fibres,6005O,"Outerwear,accessories,nes -- other fibres"
610290,Of other textile materials,6005O,"Outerwear,accessories,nes -- other fibres"
610311,Suits :-- Of wool or fine animal hair,6005K,"Outerwear,accessories,nes -- wool,fine hair"
610312,Suits :-- Of synthetic fibres,6005K,"Outerwear,accessories,nes -- wool,fine hair"
610319,Suits :-- Of other textile materials,6005K,"Outerwear,accessories,nes -- wool,fine hair"
610321,Suits :-- Of wool or fine animal hair,6005L,"Outerwear,accessories,nes -- cotton"
610322,Suits :-- Of cotton,6005L,"Outerwear,accessories,nes -- cotton"
610323,Suits :-- Of synthetic fibres,6005L,"Outerwear,accessories,nes -- cotton"
610329,Suits :-- Of other textile materials,6005L,"Outerwear,accessories,nes -- cotton"
610331,Jackets and blazers :-- Of wool or fine animal hair,6005M,"Outerwear,accessories,nes -- synthetic fibres"
610332,Jackets and blazers :-- Of cotton,6005M,"Outerwear,accessories,nes -- synthetic fibres"
610333,Jackets and blazers :-- Of synthetic fibres,6005M,"Outerwear,accessories,nes -- synthetic fibres"
610339,Jackets and blazers :-- Of other textile materials,6005M,"Outerwear,accessories,nes -- synthetic fibres"
610341,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",6005N,"Outerwear,accessories,nes -- regenerated fibres"
610342,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",6005N,"Outerwear,accessories,nes -- regenerated fibres"
610343,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",6005N,"Outerwear,accessories,nes -- regenerated fibres"
610349,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",6005N,"Outerwear,accessories,nes -- regenerated fibres"
610411,Suits :-- Of wool or fine animal hair,6005F,"Outerwear,women's,girls' -- wool,fine hair"
610412,Suits :-- Of cotton,6005F,"Outerwear,women's,girls' -- wool,fine hair"
610413,Suits :-- Of synthetic fibres,6005F,"Outerwear,women's,girls' -- wool,fine hair"
610419,Suits :-- Of other textile materials,6005F,"Outerwear,women's,girls' -- wool,fine hair"
610421,Ensembles :-- Of wool or fine animal hair,6005L,"Outerwear,accessories,nes -- cotton"
610422,Ensembles :-- Of cotton,6005L,"Outerwear,accessories,nes -- cotton"
610423,Ensembles :-- Of synthetic fibres,6005L,"Outerwear,accessories,nes -- cotton"
610429,Ensembles :-- Of other textile materials,6005L,"Outerwear,accessories,nes -- cotton"
610431,Jackets and blazers :-- Of wool or fine animal hair,6005G,"Outerwear,women's,girls' -- cotton"
610432,Jackets and blazers :-- Of cotton,6005G,"Outerwear,women's,girls' -- cotton"
610433,Jackets and blazers :-- Of synthetic fibres,6005G,"Outerwear,women's,girls' -- cotton"
610439,Jackets and blazers :-- Of other textile materials,6005G,"Outerwear,women's,girls' -- cotton"
610441,Dresses :-- Of wool or fine animal hair,6005H,"Outerwear,women's,girls' -- synthetic fibres"
610442,Dresses :-- Of cotton,6005H,"Outerwear,women's,girls' -- synthetic fibres"
610443,Dresses :-- Of synthetic fibres,6005H,"Outerwear,women's,girls' -- synthetic fibres"
610444,Dresses :-- Of artificial fibres,6005H,"Outerwear,women's,girls' -- synthetic fibres"
610449,Dresses :-- Of other textile materials,6005H,"Outerwear,women's,girls' -- synthetic fibres"
610451,Skirts and divided skirts :-- Of wool or fine animal hair,6005I,"Outerwear,women's,girls' -- regenerated fibres"
610452,Skirts and divided skirts :-- Of cotton,6005I,"Outerwear,women's,girls' -- regenerated fibres"
610453,Skirts and divided skirts :-- Of synthetic fibres,6005I,"Outerwear,women's,girls' -- regenerated fibres"
610459,Skirts and divided skirts :-- Of other textile materials,6005I,"Outerwear,women's,girls' -- regenerated fibres"
610461,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",6005O,"Outerwear,accessories,nes -- other fibres"
610462,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",6005O,"Outerwear,accessories,nes -- other fibres"
610463,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",6005O,"Outerwear,accessories,nes -- other fibres"
610469,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",6005O,"Outerwear,accessories,nes -- other fibres"
610510,Of cotton,6004C,"Mens,boys shirts -- cotton"
610520,Of man-made fibres,6004F,"Mens,boys shirts -- synthetic fibres"
610590,Of other textile materials,6004F,"Mens,boys shirts -- synthetic fibres"
610610,Of cotton,6005O,"Outerwear,accessories,nes -- other fibres"
610620,Of man-made fibres,6005O,"Outerwear,accessories,nes -- other fibres"
610690,Of other textile materials,6005O,"Outerwear,accessories,nes -- other fibres"
610711,Underpants and briefs :-- Of cotton,6004D,Other under garments -- cotton
610712,Underpants and briefs :-- Of man-made fibres,6004D,Other under garments -- cotton
610719,Underpants and briefs :-- Of other textile materials,6004D,Other under garments -- cotton
610721,Nightshirts and pyjamas :-- Of cotton,6004D,Other under garments -- cotton
610722,Nightshirts and pyjamas :-- Of man-made fibres,6004D,Other under garments -- cotton
610729,Nightshirts and pyjamas :-- Of other textile materials,6004D,Other under garments -- cotton
610791,Other :-- Of cotton,6005O,"Outerwear,accessories,nes -- other fibres"
610792,Other :-- Of man-made fibres,6005O,"Outerwear,accessories,nes -- other fibres"
610799,Other :-- Of other textile materials,6005O,"Outerwear,accessories,nes -- other fibres"
610811,Slips and petticoats :-- Of man-made fibres,6004D,Other under garments -- cotton
610819,Slips and petticoats :-- Of other textile materials,6004D,Other under garments -- cotton
610821,Briefs and panties :-- Of cotton,6004D,Other under garments -- cotton
610822,Briefs and panties :-- Of man-made fibres,6004D,Other under garments -- cotton
610829,Briefs and panties :-- Of other textile materials,6004D,Other under garments -- cotton
610831,Nightdresses and pyjamas :-- Of cotton,6004D,Other under garments -- cotton
610832,Nightdresses and pyjamas :-- Of man-made fibres,6004D,Other under garments -- cotton
610839,Nightdresses and pyjamas :-- Of other textile materials,6004D,Other under garments -- cotton
610891,Other :-- Of cotton,6005O,"Outerwear,accessories,nes -- other fibres"
610892,Other :-- Of man-made fibres,6005O,"Outerwear,accessories,nes -- other fibres"
610899,Other :-- Of other textile materials,6005O,"Outerwear,accessories,nes -- other fibres"
610910,Of cotton,6004D,Other under garments -- cotton
610990,Of other textile materials,6004D,Other under garments -- cotton
611010,Of wool or fine animal hair,6005B,Jerseys etc -- cotton
611020,Of cotton,6005B,Jerseys etc -- cotton
611030,Of man-made fibres,6005B,Jerseys etc -- cotton
611090,Of other textile materials,6005B,Jerseys etc -- cotton
611110,Of wool or fine animal hair,6005L,"Outerwear,accessories,nes -- cotton"
611120,Of cotton,6005L,"Outerwear,accessories,nes -- cotton"
611130,Of synthetic fibres,6005L,"Outerwear,accessories,nes -- cotton"
611190,Of other textile materials,6005L,"Outerwear,accessories,nes -- cotton"
611211,Track suits :-- Of cotton,6005K,"Outerwear,accessories,nes -- wool,fine hair"
611212,Track suits :-- Of synthetic fibres,6005K,"Outerwear,accessories,nes -- wool,fine hair"
611219,Track suits :-- Of other textile materials,6005K,"Outerwear,accessories,nes -- wool,fine hair"
611220,Ski suits,6005L,"Outerwear,accessories,nes -- cotton"
611231,Men's or boys' swimwear :-- Of synthetic fibres,6005L,"Outerwear,accessories,nes -- cotton"
611239,Men's or boys' swimwear :-- Of other textile materials,6005L,"Outerwear,accessories,nes -- cotton"
611241,Women's or girls' swimwear :-- Of synthetic fibres,6005N,"Outerwear,accessories,nes -- regenerated fibres"
611249,Women's or girls' swimwear :-- Of other textile materials,6005N,"Outerwear,accessories,nes -- regenerated fibres"
611300,"Garments, made up of knitted or crocheted fabrics of heading No. 59.03, 59.06 or 59.07.",6005A,"Jerseys etc -- wool,fine hair"
611410,Of wool or fine animal hair,6005O,"Outerwear,accessories,nes -- other fibres"
611420,Of cotton,6005O,"Outerwear,accessories,nes -- other fibres"
611430,Of man-made fibres,6005O,"Outerwear,accessories,nes -- other fibres"
611490,Of other textile materials,6005O,"Outerwear,accessories,nes -- other fibres"
611511,"Panty hose and tights :- Panty hose and tights :-- Of synthetic fibres, measuring per single yarn less than 67 decitex",6004E,Panty hose -- synthetic fibres
611512,"Panty hose and tights :- Panty hose and tights :-- Of synthetic fibres, measuring per single yarn 67 decitex or more",6004E,Panty hose -- synthetic fibres
611519,Panty hose and tights :-- Of other textile materials,6004E,Panty hose -- synthetic fibres
611520,"Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",6003,"Textile clothing accessories nes ---- socks,etc nonelastic"
611591,Other :-- Of wool or fine animal hair,6003,"Textile clothing accessories nes ---- socks,etc nonelastic"
611592,Other :-- Of cotton,6003,"Textile clothing accessories nes ---- socks,etc nonelastic"
611593,Other :-- Of synthetic fibres,6003,"Textile clothing accessories nes ---- socks,etc nonelastic"
611599,Other :-- Of other textile materials,6003,"Textile clothing accessories nes ---- socks,etc nonelastic"
611610,"Impregnated, coated or covered with plastics or rubber",6002,"Textile clothing accessories nes ---- gloves,etc nonelastic"
611691,Other :-- Of wool or fine animal hair,6002,"Textile clothing accessories nes ---- gloves,etc nonelastic"
611692,Other :-- Of cotton,6002,"Textile clothing accessories nes ---- gloves,etc nonelastic"
611693,Other :-- Of synthetic fibres,6002,"Textile clothing accessories nes ---- gloves,etc nonelastic"
611699,Other :-- Of other textile materials,6002,"Textile clothing accessories nes ---- gloves,etc nonelastic"
611710,"Shawls, scarves, mufflers, mantillas, veils and the like",6106,"Textile clothing accessories nes ---- shawls,veils etc"
611720,"Ties, bow ties and cravats",6107,"Textile clothing accessories nes ---- ties,cravats,etc"
611780,Other accessories,6111,Textile clothing accessories nes ---- made up accessories nes
611790,Parts,6111,Textile clothing accessories nes ---- made up accessories nes
620111,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of wool or fine animal hair",6101B,"Overcoat,other,men's -- wool,fine hair,not-knitted"
620112,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of cotton",6101C,"Overcoat,other,men's -- other fibrres,not-knitted"
620113,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of man-made fibres",6101C,"Overcoat,other,men's -- other fibrres,not-knitted"
620119,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of other textile materials",6101C,"Overcoat,other,men's -- other fibrres,not-knitted"
620191,Other :-- Of wool or fine animal hair,6101A,"Garments,waterproof fabrics,men's,not-knitted"
620192,Other :-- Of cotton,6101A,"Garments,waterproof fabrics,men's,not-knitted"
620193,Other :-- Of man-made fibres,6101A,"Garments,waterproof fabrics,men's,not-knitted"
620199,Other :-- Of other textile materials,6101A,"Garments,waterproof fabrics,men's,not-knitted"
620211,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of wool or fine animal hair",6102B,"Coat & jackt,women's -- wool,fine hair,not-knitted"
620212,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of cotton",6102B,"Coat & jackt,women's -- wool,fine hair,not-knitted"
620213,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of man-made fibres",6102B,"Coat & jackt,women's -- wool,fine hair,not-knitted"
620219,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of other textile materials",6102B,"Coat & jackt,women's -- wool,fine hair,not-knitted"
620291,Other :-- Of wool or fine animal hair,6102A,"Garm,waterproof fab,women's,not-knitted"
620292,Other :-- Of cotton,6102A,"Garm,waterproof fab,women's,not-knitted"
620293,Other :-- Of man-made fibres,6102A,"Garm,waterproof fab,women's,not-knitted"
620299,Other :-- Of other textile materials,6102A,"Garm,waterproof fab,women's,not-knitted"
620311,Suits :-- Of wool or fine animal hair,6101D,"Suits,men's -- wool,fine hair,not-knitted"
620312,Suits :-- Of synthetic fibres,6101F,"Suits,men's -- man-made fibres,not-knitted"
620319,Suits :-- Of other textile materials,6101F,"Suits,men's -- man-made fibres,not-knitted"
620321,Ensembles :-- Of wool or fine animal hair,6101P,"Other outer garments,men's -- wool,fine hair,not-knitted"
620322,Ensembles :-- Of cotton,6101P,"Other outer garments,men's -- wool,fine hair,not-knitted"
620323,Ensembles :-- Of synthetic fibres,6101P,"Other outer garments,men's -- wool,fine hair,not-knitted"
620329,Ensembles :-- Of other textile materials,6101P,"Other outer garments,men's -- wool,fine hair,not-knitted"
620331,Jackets and blazers :-- Of wool or fine animal hair,6101L,"Jackets,etc,men's -- wool,fine hair,not-knitted"
620332,Jackets and blazers :-- Of cotton,6101L,"Jackets,etc,men's -- wool,fine hair,not-knitted"
620333,Jackets and blazers :-- Of synthetic fibres,6101L,"Jackets,etc,men's -- wool,fine hair,not-knitted"
620339,Jackets and blazers :-- Of other textile materials,6101L,"Jackets,etc,men's -- wool,fine hair,not-knitted"
620341,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",6101H,"Trousers,etc,men's -- wool,fine hair,not-knitted"
620342,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",6101H,"Trousers,etc,men's -- wool,fine hair,not-knitted"
620343,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",6101H,"Trousers,etc,men's -- wool,fine hair,not-knitted"
620349,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",6101H,"Trousers,etc,men's -- wool,fine hair,not-knitted"
620411,Suits :-- Of wool or fine animal hair,6102F,"Suit & costm,women's -- wool,fine hair,not-knitted"
620412,Suits :-- Of cotton,6102F,"Suit & costm,women's -- wool,fine hair,not-knitted"
620413,Suits :-- Of synthetic fibres,6102F,"Suit & costm,women's -- wool,fine hair,not-knitted"
620419,Suits :-- Of other textile materials,6102F,"Suit & costm,women's -- wool,fine hair,not-knitted"
620421,Ensembles :-- Of wool or fine animal hair,6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
620422,Ensembles :-- Of cotton,6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
620423,Ensembles :-- Of synthetic fibres,6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
620429,Ensembles :-- Of other textile materials,6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
620431,Jackets and blazers :-- Of wool or fine animal hair,6102C,"Coat & jackt,women's -- cotton,not-knitted"
620432,Jackets and blazers :-- Of cotton,6102C,"Coat & jackt,women's -- cotton,not-knitted"
620433,Jackets and blazers :-- Of synthetic fibres,6102C,"Coat & jackt,women's -- cotton,not-knitted"
620439,Jackets and blazers :-- Of other textile materials,6102C,"Coat & jackt,women's -- cotton,not-knitted"
620441,Dresses :-- Of wool or fine animal hair,6102J,"Dresses,women's -- wool,fine hair,not-knitted"
620442,Dresses :-- Of cotton,6102J,"Dresses,women's -- wool,fine hair,not-knitted"
620443,Dresses :-- Of synthetic fibres,6102J,"Dresses,women's -- wool,fine hair,not-knitted"
620444,Dresses :-- Of artificial fibres,6102J,"Dresses,women's -- wool,fine hair,not-knitted"
620449,Dresses :-- Of other textile materials,6102J,"Dresses,women's -- wool,fine hair,not-knitted"
620451,Skirts and divided skirts :-- Of wool or fine animal hair,6102N,"Skirts,women's -- wool,fine hair,not-knitted"
620452,Skirts and divided skirts :-- Of cotton,6102N,"Skirts,women's -- wool,fine hair,not-knitted"
620453,Skirts and divided skirts :-- Of synthetic fibres,6102N,"Skirts,women's -- wool,fine hair,not-knitted"
620459,Skirts and divided skirts :-- Of other textile materials,6102N,"Skirts,women's -- wool,fine hair,not-knitted"
620461,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",6102V,"Other out garm,women's -- cotton,not-knitted"
620462,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",6102V,"Other out garm,women's -- cotton,not-knitted"
620463,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",6102V,"Other out garm,women's -- cotton,not-knitted"
620469,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",6102V,"Other out garm,women's -- cotton,not-knitted"
620510,Of wool or fine animal hair,6103B,"Shirts,men's & boys' -- synthetic fibres,not knitted"
620520,Of cotton,6103A,"Shirts,men's & boys' -- cotton,not knitted"
620530,Of man-made fibres,6103B,"Shirts,men's & boys' -- synthetic fibres,not knitted"
620590,Of other textile materials,6103B,"Shirts,men's & boys' -- synthetic fibres,not knitted"
620610,Of silk or silk waste,6102R,"Blouses,women's -- wool,fine hair,not-knitted"
620620,Of wool or fine animal hair,6102R,"Blouses,women's -- wool,fine hair,not-knitted"
620630,Of cotton,6102R,"Blouses,women's -- wool,fine hair,not-knitted"
620640,Of man-made fibres,6102R,"Blouses,women's -- wool,fine hair,not-knitted"
620690,Of other textile materials,6102R,"Blouses,women's -- wool,fine hair,not-knitted"
620711,Underpants and briefs :-- Of cotton,6103D,"Under garments nes,men's & boys' -- cotton,not knitted"
620719,Underpants and briefs :-- Of other textile materials,6103D,"Under garments nes,men's & boys' -- cotton,not knitted"
620721,Nightshirts and pyjamas :-- Of cotton,6103E,"Under garments nes,men's & boys' -- synthetic,not knitted"
620722,Nightshirts and pyjamas :-- Of man-made fibres,6103E,"Under garments nes,men's & boys' -- synthetic,not knitted"
620729,Nightshirts and pyjamas :-- Of other textile materials,6103E,"Under garments nes,men's & boys' -- synthetic,not knitted"
620791,Other :-- Of cotton,6103F,"Under garments nes,men's & boys' -- other,not knitted"
620792,Other :-- Of man-made fibres,6103F,"Under garments nes,men's & boys' -- other,not knitted"
620799,Other :-- Of other textile materials,6103F,"Under garments nes,men's & boys' -- other,not knitted"
620811,Slips and petticoats :-- Of man-made fibres,6104A,"Under garments,women's & girls' -- cottn,not knitted"
620819,Slips and petticoats :-- Of other textile materials,6104A,"Under garments,women's & girls' -- cottn,not knitted"
620821,Nightdresses and pyjamas :-- Of cotton,6104B,"Under garments,women's & girls' -- synthetic fibres,not knitted"
620822,Nightdresses and pyjamas :-- Of man-made fibres,6104B,"Under garments,women's & girls' -- synthetic fibres,not knitted"
620829,Nightdresses and pyjamas :-- Of other textile materials,6104B,"Under garments,women's & girls' -- synthetic fibres,not knitted"
620891,Other :-- Of cotton,6102W,"Other out garm,women's -- man-made fibres,not-knitted"
620892,Other :-- Of man-made fibres,6102W,"Other out garm,women's -- man-made fibres,not-knitted"
620899,Other :-- Of other textile materials,6102W,"Other out garm,women's -- man-made fibres,not-knitted"
620910,Of wool or fine animal hair,6102X,"Other out garm,women's -- other fibres,not-knitted"
620920,Of cotton,6102X,"Other out garm,women's -- other fibres,not-knitted"
620930,Of synthetic fibres,6102X,"Other out garm,women's -- other fibres,not-knitted"
620990,Of other textile materials,6102X,"Other out garm,women's -- other fibres,not-knitted"
621010,Of fabrics of heading No. 56.02 or 56.03,6102A,"Garm,waterproof fab,women's,not-knitted"
621020,"Other garments, of the type described in subheadings 6201.11 to 6201.19",6101Q,"Other outer garments,men's -- cotton,not-knitted"
621030,"Other garments, of the type described in subheadings 6202.11 to 6202.19",6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
621040,Other men's or boys' garments,6101Q,"Other outer garments,men's -- cotton,not-knitted"
621050,Other women's or girls' garments,6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
621111,Swimwear :-- Men's or boys',6101R,"Other outer garments,men's -- man-made fibres,not-knitted"
621112,Swimwear :-- Women's or girls',6102V,"Other out garm,women's -- cotton,not-knitted"
621120,Ski suits,6102W,"Other out garm,women's -- man-made fibres,not-knitted"
621131,"Other garments, men's or boys' :-- Of wool or fine animal hair",6101S,"Other outer garments,men's -- other fibres,not-knitted"
621132,"Other garments, men's or boys' :-- Of cotton",6101S,"Other outer garments,men's -- other fibres,not-knitted"
621133,"Other garments, men's or boys' :-- Of man-made fibres",6101S,"Other outer garments,men's -- other fibres,not-knitted"
621139,"Other garments, men's or boys' :-- Of other textile materials",6101S,"Other outer garments,men's -- other fibres,not-knitted"
621141,"Other garments, women's or girls' :-- Of wool or fine animal hair",6102X,"Other out garm,women's -- other fibres,not-knitted"
621142,"Other garments, women's or girls' :-- Of cotton",6102X,"Other out garm,women's -- other fibres,not-knitted"
621143,"Other garments, women's or girls' :-- Of man-made fibres",6102X,"Other out garm,women's -- other fibres,not-knitted"
621149,"Other garments, women's or girls' :-- Of other textile materials",6102X,"Other out garm,women's -- other fibres,not-knitted"
621210,BrassiSres,6109A,Brassieres
621220,Girdles and panty-girdles,6109B,"Corsets,braces etc"
621230,Corselettes,6109B,"Corsets,braces etc"
621290,Other,6109B,"Corsets,braces etc"
621310,Of silk or silk waste,6105,Textile clothing accessories nes ---- handkerchiefs
621320,Of cotton,6105,Textile clothing accessories nes ---- handkerchiefs
621390,Of other textile materials,6105,Textile clothing accessories nes ---- handkerchiefs
621410,Of silk or silk waste,6106,"Textile clothing accessories nes ---- shawls,veils etc"
621420,Of wool or fine animal hair,6106,"Textile clothing accessories nes ---- shawls,veils etc"
621430,Of synthetic fibres,6106,"Textile clothing accessories nes ---- shawls,veils etc"
621440,Of artificial fibres,6106,"Textile clothing accessories nes ---- shawls,veils etc"
621490,Of other textile materials,6106,"Textile clothing accessories nes ---- shawls,veils etc"
621510,Of silk or silk waste,6107,"Textile clothing accessories nes ---- ties,cravats,etc"
621520,Of man-made fibres,6107,"Textile clothing accessories nes ---- ties,cravats,etc"
621590,Of other textile materials,6107,"Textile clothing accessories nes ---- ties,cravats,etc"
621600,"Gloves, mittens and mitts.",6110,"Textile clothing accessories nes ---- gloves,socks,etc"
621710,Accessories,6103B,"Shirts,men's & boys' -- synthetic fibres,not knitted"
621790,Parts,6103B,"Shirts,men's & boys' -- synthetic fibres,not knitted"
630110,Electric blankets,6201A,Electric blankets
630120,"Blankets (other than electric blankets) and travelling     rugs, of wool or of fine animal hair",6201B,Blankets etc non electric -- of wool or fine hair
630130,"Blankets (other than electric blankets) and travelling rugs, of cotton",6201C,Blankets etc non electric -- of cotton
630140,"Blankets (other than electric blankets) and travelling rugs, of synthetic fibres",6201D,Blankets etc non electric -- of syntheticetic fibres
630190,Other blankets and travelling rugs,6201E,Blankets etc non electric -- of other fibres
630210,"Bed linen, knitted or crocheted",6005P,Knitted etc articles nes
